"GEOID","census_tract","borough","total_population"
"36081086900","Census Tract 869, Queens County, New York"," Queens County",2350
"36081087100","Census Tract 871, Queens County, New York"," Queens County",2316
"36081088400","Census Tract 884, Queens County, New York"," Queens County",7279
"36081088901","Census Tract 889.01, Queens County, New York"," Queens County",10346
"36081089200","Census Tract 892, Queens County, New York"," Queens County",8047
"36081090700","Census Tract 907, Queens County, New York"," Queens County",1212
"36081091601","Census Tract 916.01, Queens County, New York"," Queens County",4006
"36081091602","Census Tract 916.02, Queens County, New York"," Queens County",0
"36081091800","Census Tract 918, Queens County, New York"," Queens County",8
"36081091900","Census Tract 919, Queens County, New York"," Queens County",6317
"36081092200","Census Tract 922, Queens County, New York"," Queens County",2088
"36081092500","Census Tract 925, Queens County, New York"," Queens County",3821
"36081092800","Census Tract 928, Queens County, New York"," Queens County",3283
"36081092900","Census Tract 929, Queens County, New York"," Queens County",6716
"36081093401","Census Tract 934.01, Queens County, New York"," Queens County",3809
"36081093402","Census Tract 934.02, Queens County, New York"," Queens County",3841
"36081093800","Census Tract 938, Queens County, New York"," Queens County",5396
"36081093900","Census Tract 939, Queens County, New York"," Queens County",4978
"36081094201","Census Tract 942.01, Queens County, New York"," Queens County",3347
"36081094202","Census Tract 942.02, Queens County, New York"," Queens County",4686
"36081094203","Census Tract 942.03, Queens County, New York"," Queens County",5586
"36081094500","Census Tract 945, Queens County, New York"," Queens County",4127
"36081094700","Census Tract 947, Queens County, New York"," Queens County",2699
"36081095400","Census Tract 954, Queens County, New York"," Queens County",5221
"36081096400","Census Tract 964, Queens County, New York"," Queens County",4153
"36081097202","Census Tract 972.02, Queens County, New York"," Queens County",2634
"36081097203","Census Tract 972.03, Queens County, New York"," Queens County",6557
"36081097204","Census Tract 972.04, Queens County, New York"," Queens County",4052
"36081097300","Census Tract 973, Queens County, New York"," Queens County",1992
"36081098100","Census Tract 981, Queens County, New York"," Queens County",2436
"36081098700","Census Tract 987, Queens County, New York"," Queens County",2596
"36081099100","Census Tract 991, Queens County, New York"," Queens County",6234
"36081099200","Census Tract 992, Queens County, New York"," Queens County",4291
"36081099701","Census Tract 997.01, Queens County, New York"," Queens County",2559
"36081099703","Census Tract 997.03, Queens County, New York"," Queens County",3858
"36081099704","Census Tract 997.04, Queens County, New York"," Queens County",7240
"36081099705","Census Tract 997.05, Queens County, New York"," Queens County",2720
"36081099801","Census Tract 998.01, Queens County, New York"," Queens County",7455
"36081099802","Census Tract 998.02, Queens County, New York"," Queens County",5391
"36081099900","Census Tract 999, Queens County, New York"," Queens County",0
"36081100801","Census Tract 1008.01, Queens County, New York"," Queens County",2277
"36081100802","Census Tract 1008.02, Queens County, New York"," Queens County",9029
"36081101001","Census Tract 1010.01, Queens County, New York"," Queens County",11028
"36081101002","Census Tract 1010.02, Queens County, New York"," Queens County",4311
"36081101700","Census Tract 1017, Queens County, New York"," Queens County",6078
"36081102900","Census Tract 1029, Queens County, New York"," Queens County",3714
"36081103201","Census Tract 1032.01, Queens County, New York"," Queens County",7161
"36081103202","Census Tract 1032.02, Queens County, New York"," Queens County",7195
"36081103300","Census Tract 1033, Queens County, New York"," Queens County",4044
"36081103900","Census Tract 1039, Queens County, New York"," Queens County",6734
"36081104700","Census Tract 1047, Queens County, New York"," Queens County",6664
"36081105900","Census Tract 1059, Queens County, New York"," Queens County",3881
"36081107201","Census Tract 1072.01, Queens County, New York"," Queens County",2112
"36081107202","Census Tract 1072.02, Queens County, New York"," Queens County",0
"36081108500","Census Tract 1085, Queens County, New York"," Queens County",2496
"36081109300","Census Tract 1093, Queens County, New York"," Queens County",3216
"36081109700","Census Tract 1097, Queens County, New York"," Queens County",1633
"36081109900","Census Tract 1099, Queens County, New York"," Queens County",3903
"36081111300","Census Tract 1113, Queens County, New York"," Queens County",2476
"36081112300","Census Tract 1123, Queens County, New York"," Queens County",2344
"36081112900","Census Tract 1129, Queens County, New York"," Queens County",2252
"36081113300","Census Tract 1133, Queens County, New York"," Queens County",1729
"36081113900","Census Tract 1139, Queens County, New York"," Queens County",3399
"36081114100","Census Tract 1141, Queens County, New York"," Queens County",2337
"36081114700","Census Tract 1147, Queens County, New York"," Queens County",1802
"36081115100","Census Tract 1151, Queens County, New York"," Queens County",1189
"36081115500","Census Tract 1155, Queens County, New York"," Queens County",2350
"36081115700","Census Tract 1157, Queens County, New York"," Queens County",3515
"36081115900","Census Tract 1159, Queens County, New York"," Queens County",4340
"36081116100","Census Tract 1161, Queens County, New York"," Queens County",4657
"36081116300","Census Tract 1163, Queens County, New York"," Queens County",9062
"36081116700","Census Tract 1167, Queens County, New York"," Queens County",1990
"36081117100","Census Tract 1171, Queens County, New York"," Queens County",2813
"36081117500","Census Tract 1175, Queens County, New York"," Queens County",5027
"36081118100","Census Tract 1181, Queens County, New York"," Queens County",1577
"36081118500","Census Tract 1185, Queens County, New York"," Queens County",2186
"36081118700","Census Tract 1187, Queens County, New York"," Queens County",2404
"36081118900","Census Tract 1189, Queens County, New York"," Queens County",2556
"36081119100","Census Tract 1191, Queens County, New York"," Queens County",3420
"36081119300","Census Tract 1193, Queens County, New York"," Queens County",2079
"36081119500","Census Tract 1195, Queens County, New York"," Queens County",1412
"36081119900","Census Tract 1199, Queens County, New York"," Queens County",1520
"36081120100","Census Tract 1201, Queens County, New York"," Queens County",1617
"36081120300","Census Tract 1203, Queens County, New York"," Queens County",1734
"36081120500","Census Tract 1205, Queens County, New York"," Queens County",2747
"36081120700","Census Tract 1207, Queens County, New York"," Queens County",2781
"36081121100","Census Tract 1211, Queens County, New York"," Queens County",0
"36081121500","Census Tract 1215, Queens County, New York"," Queens County",4434
"36081122300","Census Tract 1223, Queens County, New York"," Queens County",3556
"36081122701","Census Tract 1227.01, Queens County, New York"," Queens County",11789
"36081122702","Census Tract 1227.02, Queens County, New York"," Queens County",7007
"36081124100","Census Tract 1241, Queens County, New York"," Queens County",3148
"36081124700","Census Tract 1247, Queens County, New York"," Queens County",3442
"36081125700","Census Tract 1257, Queens County, New York"," Queens County",3298
"36081126500","Census Tract 1265, Queens County, New York"," Queens County",1517
"36081126700","Census Tract 1267, Queens County, New York"," Queens County",4616
"36081127700","Census Tract 1277, Queens County, New York"," Queens County",3528
"36081128300","Census Tract 1283, Queens County, New York"," Queens County",29
"36081129102","Census Tract 1291.02, Queens County, New York"," Queens County",3578
"36081129103","Census Tract 1291.03, Queens County, New York"," Queens County",3877
"36081129104","Census Tract 1291.04, Queens County, New York"," Queens County",4241
"36081130100","Census Tract 1301, Queens County, New York"," Queens County",3984
"36081133300","Census Tract 1333, Queens County, New York"," Queens County",3626
"36081133900","Census Tract 1339, Queens County, New York"," Queens County",1315
"36081134100","Census Tract 1341, Queens County, New York"," Queens County",3555
"36081134700","Census Tract 1347, Queens County, New York"," Queens County",10137
"36081136700","Census Tract 1367, Queens County, New York"," Queens County",6054
"36081137700","Census Tract 1377, Queens County, New York"," Queens County",6270
"36081138501","Census Tract 1385.01, Queens County, New York"," Queens County",4586
"36081138502","Census Tract 1385.02, Queens County, New York"," Queens County",39
"36081139900","Census Tract 1399, Queens County, New York"," Queens County",1710
"36081140300","Census Tract 1403, Queens County, New York"," Queens County",2276
"36081140901","Census Tract 1409.01, Queens County, New York"," Queens County",958
"36081140902","Census Tract 1409.02, Queens County, New York"," Queens County",3130
"36081141700","Census Tract 1417, Queens County, New York"," Queens County",4821
"36081142900","Census Tract 1429, Queens County, New York"," Queens County",3354
"36081143500","Census Tract 1435, Queens County, New York"," Queens County",2153
"36081144100","Census Tract 1441, Queens County, New York"," Queens County",3254
"36081144700","Census Tract 1447, Queens County, New York"," Queens County",3176
"36081145101","Census Tract 1451.01, Queens County, New York"," Queens County",1658
"36081145102","Census Tract 1451.02, Queens County, New York"," Queens County",2616
"36081145900","Census Tract 1459, Queens County, New York"," Queens County",2913
"36081146300","Census Tract 1463, Queens County, New York"," Queens County",3209
"36081146700","Census Tract 1467, Queens County, New York"," Queens County",3313
"36081147100","Census Tract 1471, Queens County, New York"," Queens County",3059
"36081147900","Census Tract 1479, Queens County, New York"," Queens County",4845
"36081148300","Census Tract 1483, Queens County, New York"," Queens County",2920
"36081150701","Census Tract 1507.01, Queens County, New York"," Queens County",2913
"36081150702","Census Tract 1507.02, Queens County, New York"," Queens County",3156
"36081152901","Census Tract 1529.01, Queens County, New York"," Queens County",6796
"36081152902","Census Tract 1529.02, Queens County, New York"," Queens County",5132
"36081155101","Census Tract 1551.01, Queens County, New York"," Queens County",1947
"36081155102","Census Tract 1551.02, Queens County, New York"," Queens County",7641
"36081156700","Census Tract 1567, Queens County, New York"," Queens County",1363
"36081157101","Census Tract 1571.01, Queens County, New York"," Queens County",7859
"36081157102","Census Tract 1571.02, Queens County, New York"," Queens County",2065
"36081157901","Census Tract 1579.01, Queens County, New York"," Queens County",4994
"36081157902","Census Tract 1579.02, Queens County, New York"," Queens County",3809
"36081157903","Census Tract 1579.03, Queens County, New York"," Queens County",3852
"36081161700","Census Tract 1617, Queens County, New York"," Queens County",4911
"36081162100","Census Tract 1621, Queens County, New York"," Queens County",7167
"36081990100","Census Tract 9901, Queens County, New York"," Queens County",0
"36047000100","Census Tract 1, Kings County, New York"," Kings County",4304
"36047000200","Census Tract 2, Kings County, New York"," Kings County",1868
"36047000301","Census Tract 3.01, Kings County, New York"," Kings County",3985
"36047000501","Census Tract 5.01, Kings County, New York"," Kings County",4759
"36047000502","Census Tract 5.02, Kings County, New York"," Kings County",2600
"36047000700","Census Tract 7, Kings County, New York"," Kings County",4029
"36047000900","Census Tract 9, Kings County, New York"," Kings County",4162
"36047001100","Census Tract 11, Kings County, New York"," Kings County",967
"36047001300","Census Tract 13, Kings County, New York"," Kings County",2562
"36047001500","Census Tract 15, Kings County, New York"," Kings County",5962
"36047001800","Census Tract 18, Kings County, New York"," Kings County",2075
"36047002000","Census Tract 20, Kings County, New York"," Kings County",1368
"36047002100","Census Tract 21, Kings County, New York"," Kings County",4295
"36047002200","Census Tract 22, Kings County, New York"," Kings County",4902
"36047002300","Census Tract 23, Kings County, New York"," Kings County",4342
"36047002901","Census Tract 29.01, Kings County, New York"," Kings County",3532
"36047003000","Census Tract 30, Kings County, New York"," Kings County",1841
"36047003100","Census Tract 31, Kings County, New York"," Kings County",2837
"36047003300","Census Tract 33, Kings County, New York"," Kings County",3157
"36047003400","Census Tract 34, Kings County, New York"," Kings County",3038
"36047003500","Census Tract 35, Kings County, New York"," Kings County",1550
"36047003600","Census Tract 36, Kings County, New York"," Kings County",4457
"36047003700","Census Tract 37, Kings County, New York"," Kings County",1087
"36047003800","Census Tract 38, Kings County, New York"," Kings County",1555
"36047003900","Census Tract 39, Kings County, New York"," Kings County",2455
"36047004100","Census Tract 41, Kings County, New York"," Kings County",3540
"36047004300","Census Tract 43, Kings County, New York"," Kings County",3191
"36047004400","Census Tract 44, Kings County, New York"," Kings County",2420
"36047004500","Census Tract 45, Kings County, New York"," Kings County",3318
"36047004600","Census Tract 46, Kings County, New York"," Kings County",1420
"36047004700","Census Tract 47, Kings County, New York"," Kings County",1889
"36047004900","Census Tract 49, Kings County, New York"," Kings County",2520
"36047005000","Census Tract 50, Kings County, New York"," Kings County",2510
"36047005100","Census Tract 51, Kings County, New York"," Kings County",2143
"36047005201","Census Tract 52.01, Kings County, New York"," Kings County",1722
"36047005202","Census Tract 52.02, Kings County, New York"," Kings County",2436
"36047005300","Census Tract 53, Kings County, New York"," Kings County",2423
"36047005400","Census Tract 54, Kings County, New York"," Kings County",3406
"36047005601","Census Tract 56.01, Kings County, New York"," Kings County",2482
"36047005602","Census Tract 56.02, Kings County, New York"," Kings County",1730
"36047005800","Census Tract 58, Kings County, New York"," Kings County",3333
"36047005900","Census Tract 59, Kings County, New York"," Kings County",1429
"36047006000","Census Tract 60, Kings County, New York"," Kings County",2717
"36047006200","Census Tract 62, Kings County, New York"," Kings County",2818
"36047006300","Census Tract 63, Kings County, New York"," Kings County",1952
"36047006400","Census Tract 64, Kings County, New York"," Kings County",3244
"36047006500","Census Tract 65, Kings County, New York"," Kings County",5412
"36047006600","Census Tract 66, Kings County, New York"," Kings County",3797
"36047006700","Census Tract 67, Kings County, New York"," Kings County",3799
"36047006800","Census Tract 68, Kings County, New York"," Kings County",5290
"36047006900","Census Tract 69, Kings County, New York"," Kings County",3582
"36047007000","Census Tract 70, Kings County, New York"," Kings County",2463
"36047007100","Census Tract 71, Kings County, New York"," Kings County",5002
"36047007200","Census Tract 72, Kings County, New York"," Kings County",2341
"36047007400","Census Tract 74, Kings County, New York"," Kings County",6061
"36047007500","Census Tract 75, Kings County, New York"," Kings County",4774
"36047007600","Census Tract 76, Kings County, New York"," Kings County",4775
"36047007700","Census Tract 77, Kings County, New York"," Kings County",4409
"36047007800","Census Tract 78, Kings County, New York"," Kings County",5493
"36047008000","Census Tract 80, Kings County, New York"," Kings County",4373
"36047008200","Census Tract 82, Kings County, New York"," Kings County",4148
"36047008400","Census Tract 84, Kings County, New York"," Kings County",3860
"36047008500","Census Tract 85, Kings County, New York"," Kings County",6916
"36047008600","Census Tract 86, Kings County, New York"," Kings County",0
"36047008800","Census Tract 88, Kings County, New York"," Kings County",3397
"36047009000","Census Tract 90, Kings County, New York"," Kings County",3224
"36047009200","Census Tract 92, Kings County, New York"," Kings County",5407
"36047009400","Census Tract 94, Kings County, New York"," Kings County",5837
"36047009600","Census Tract 96, Kings County, New York"," Kings County",5951
"36047009800","Census Tract 98, Kings County, New York"," Kings County",8178
"36047010000","Census Tract 100, Kings County, New York"," Kings County",6312
"36047010100","Census Tract 101, Kings County, New York"," Kings County",4402
"36047010200","Census Tract 102, Kings County, New York"," Kings County",5265
"36047010400","Census Tract 104, Kings County, New York"," Kings County",5937
"36047010600","Census Tract 106, Kings County, New York"," Kings County",5747
"36047010800","Census Tract 108, Kings County, New York"," Kings County",4267
"36047011000","Census Tract 110, Kings County, New York"," Kings County",2708
"36047011200","Census Tract 112, Kings County, New York"," Kings County",6527
"36047011400","Census Tract 114, Kings County, New York"," Kings County",4500
"36047011600","Census Tract 116, Kings County, New York"," Kings County",4274
"36047011700","Census Tract 117, Kings County, New York"," Kings County",2674
"36047011800","Census Tract 118, Kings County, New York"," Kings County",2128
"36047011900","Census Tract 119, Kings County, New York"," Kings County",1614
"36047012000","Census Tract 120, Kings County, New York"," Kings County",1255
"36047012100","Census Tract 121, Kings County, New York"," Kings County",1807
"36047012200","Census Tract 122, Kings County, New York"," Kings County",5697
"36047012600","Census Tract 126, Kings County, New York"," Kings County",2767
"36047012700","Census Tract 127, Kings County, New York"," Kings County",3929
"36047012801","Census Tract 128.01, Kings County, New York"," Kings County",2094
"36047012901","Census Tract 129.01, Kings County, New York"," Kings County",2577
"36047012902","Census Tract 129.02, Kings County, New York"," Kings County",2064
"36047013000","Census Tract 130, Kings County, New York"," Kings County",5224
"36047013100","Census Tract 131, Kings County, New York"," Kings County",4244
"36047013200","Census Tract 132, Kings County, New York"," Kings County",2397
"36047013300","Census Tract 133, Kings County, New York"," Kings County",4674
"36047013400","Census Tract 134, Kings County, New York"," Kings County",3860
"36047013500","Census Tract 135, Kings County, New York"," Kings County",3694
"36047013600","Census Tract 136, Kings County, New York"," Kings County",3813
"36047013700","Census Tract 137, Kings County, New York"," Kings County",3278
"36047013800","Census Tract 138, Kings County, New York"," Kings County",3423
"36047013900","Census Tract 139, Kings County, New York"," Kings County",3652
"36047014000","Census Tract 140, Kings County, New York"," Kings County",1843
"36047014100","Census Tract 141, Kings County, New York"," Kings County",3928
"36047014200","Census Tract 142, Kings County, New York"," Kings County",3105
"36047014300","Census Tract 143, Kings County, New York"," Kings County",3610
"36047014500","Census Tract 145, Kings County, New York"," Kings County",4424
"36047014700","Census Tract 147, Kings County, New York"," Kings County",2104
"36047014800","Census Tract 148, Kings County, New York"," Kings County",1256
"36047014900","Census Tract 149, Kings County, New York"," Kings County",5772
"36047015000","Census Tract 150, Kings County, New York"," Kings County",1642
"36047015100","Census Tract 151, Kings County, New York"," Kings County",4273
"36047015200","Census Tract 152, Kings County, New York"," Kings County",2567
"36047015300","Census Tract 153, Kings County, New York"," Kings County",2961
"36047015400","Census Tract 154, Kings County, New York"," Kings County",0
"36047015500","Census Tract 155, Kings County, New York"," Kings County",3674
"36047015700","Census Tract 157, Kings County, New York"," Kings County",4289
"36047015900","Census Tract 159, Kings County, New York"," Kings County",5157
"36047016000","Census Tract 160, Kings County, New York"," Kings County",4475
"36047016100","Census Tract 161, Kings County, New York"," Kings County",3139
"36047016200","Census Tract 162, Kings County, New York"," Kings County",2560
"36047016300","Census Tract 163, Kings County, New York"," Kings County",3223
"36047016400","Census Tract 164, Kings County, New York"," Kings County",654
"36047016500","Census Tract 165, Kings County, New York"," Kings County",5706
"36047016600","Census Tract 166, Kings County, New York"," Kings County",2080
"36047016700","Census Tract 167, Kings County, New York"," Kings County",5278
"36047016800","Census Tract 168, Kings County, New York"," Kings County",1801
"36047016900","Census Tract 169, Kings County, New York"," Kings County",4779
"36047017000","Census Tract 170, Kings County, New York"," Kings County",4115
"36047017100","Census Tract 171, Kings County, New York"," Kings County",3943
"36047017200","Census Tract 172, Kings County, New York"," Kings County",4040
"36047017400","Census Tract 174, Kings County, New York"," Kings County",1908
"36047017500","Census Tract 175, Kings County, New York"," Kings County",0
"36047017600","Census Tract 176, Kings County, New York"," Kings County",2322
"36047017700","Census Tract 177, Kings County, New York"," Kings County",0
"36047017800","Census Tract 178, Kings County, New York"," Kings County",3226
"36047017900","Census Tract 179, Kings County, New York"," Kings County",4131
"36047018000","Census Tract 180, Kings County, New York"," Kings County",3512
"36047018100","Census Tract 181, Kings County, New York"," Kings County",3424
"36047018200","Census Tract 182, Kings County, New York"," Kings County",3600
"36047018300","Census Tract 183, Kings County, New York"," Kings County",2692
"36047018400","Census Tract 184, Kings County, New York"," Kings County",2551
"36047018501","Census Tract 185.01, Kings County, New York"," Kings County",4530
"36047018600","Census Tract 186, Kings County, New York"," Kings County",2072
"36047018700","Census Tract 187, Kings County, New York"," Kings County",1405
"36047018800","Census Tract 188, Kings County, New York"," Kings County",2879
"36047019000","Census Tract 190, Kings County, New York"," Kings County",5134
"36047019100","Census Tract 191, Kings County, New York"," Kings County",2902
"36047019200","Census Tract 192, Kings County, New York"," Kings County",3398
"36047019300","Census Tract 193, Kings County, New York"," Kings County",5761
"36047019400","Census Tract 194, Kings County, New York"," Kings County",3786
"36047019500","Census Tract 195, Kings County, New York"," Kings County",4188
"36047019600","Census Tract 196, Kings County, New York"," Kings County",5120
"36047019700","Census Tract 197, Kings County, New York"," Kings County",3508
"36047019800","Census Tract 198, Kings County, New York"," Kings County",1978
"36047019900","Census Tract 199, Kings County, New York"," Kings County",2863
"36047020000","Census Tract 200, Kings County, New York"," Kings County",2216
"36047020100","Census Tract 201, Kings County, New York"," Kings County",3886
"36047020200","Census Tract 202, Kings County, New York"," Kings County",2131
"36047020300","Census Tract 203, Kings County, New York"," Kings County",1688
"36047020400","Census Tract 204, Kings County, New York"," Kings County",1947
"36047020500","Census Tract 205, Kings County, New York"," Kings County",2747
"36047020600","Census Tract 206, Kings County, New York"," Kings County",2706
"36047020700","Census Tract 207, Kings County, New York"," Kings County",4536
"36047020800","Census Tract 208, Kings County, New York"," Kings County",3272
"36047021000","Census Tract 210, Kings County, New York"," Kings County",4946
"36047021100","Census Tract 211, Kings County, New York"," Kings County",1362
"36047021200","Census Tract 212, Kings County, New York"," Kings County",5176
"36047021300","Census Tract 213, Kings County, New York"," Kings County",4296
"36047021400","Census Tract 214, Kings County, New York"," Kings County",2437
"36047021500","Census Tract 215, Kings County, New York"," Kings County",5136
"36047021600","Census Tract 216, Kings County, New York"," Kings County",4458
"36047021700","Census Tract 217, Kings County, New York"," Kings County",3904
"36047021800","Census Tract 218, Kings County, New York"," Kings County",4389
"36047021900","Census Tract 219, Kings County, New York"," Kings County",3617
"36047022000","Census Tract 220, Kings County, New York"," Kings County",4313
"36047022100","Census Tract 221, Kings County, New York"," Kings County",4255
"36047022200","Census Tract 222, Kings County, New York"," Kings County",4524
"36047022400","Census Tract 224, Kings County, New York"," Kings County",5981
"36047022600","Census Tract 226, Kings County, New York"," Kings County",2438
"36047022700","Census Tract 227, Kings County, New York"," Kings County",3725
"36047022800","Census Tract 228, Kings County, New York"," Kings County",3367
"36047022900","Census Tract 229, Kings County, New York"," Kings County",3780
"36047023000","Census Tract 230, Kings County, New York"," Kings County",3832
"36047023100","Census Tract 231, Kings County, New York"," Kings County",3506
"36047023200","Census Tract 232, Kings County, New York"," Kings County",5753
"36047023300","Census Tract 233, Kings County, New York"," Kings County",4863
"36047023400","Census Tract 234, Kings County, New York"," Kings County",5162
"36047023500","Census Tract 235, Kings County, New York"," Kings County",4015
"36047023600","Census Tract 236, Kings County, New York"," Kings County",5693
"36047023800","Census Tract 238, Kings County, New York"," Kings County",4142
"36047024000","Census Tract 240, Kings County, New York"," Kings County",4471
"36047024100","Census Tract 241, Kings County, New York"," Kings County",2375
"36047024200","Census Tract 242, Kings County, New York"," Kings County",3052
"36047024300","Census Tract 243, Kings County, New York"," Kings County",4273
"36047024400","Census Tract 244, Kings County, New York"," Kings County",3757
"36047024500","Census Tract 245, Kings County, New York"," Kings County",3855
"36047024600","Census Tract 246, Kings County, New York"," Kings County",3195
"36047024700","Census Tract 247, Kings County, New York"," Kings County",2104
"36047024800","Census Tract 248, Kings County, New York"," Kings County",3056
"36047024900","Census Tract 249, Kings County, New York"," Kings County",3973
"36047025000","Census Tract 250, Kings County, New York"," Kings County",1527
"36047025100","Census Tract 251, Kings County, New York"," Kings County",3522
"36047025200","Census Tract 252, Kings County, New York"," Kings County",5337
"36047025300","Census Tract 253, Kings County, New York"," Kings County",2540
"36047025400","Census Tract 254, Kings County, New York"," Kings County",4256
"36047025500","Census Tract 255, Kings County, New York"," Kings County",5270
"36047025600","Census Tract 256, Kings County, New York"," Kings County",3195
"36047025700","Census Tract 257, Kings County, New York"," Kings County",2177
"36047025800","Census Tract 258, Kings County, New York"," Kings County",4225
"36047025901","Census Tract 259.01, Kings County, New York"," Kings County",1914
"36047025902","Census Tract 259.02, Kings County, New York"," Kings County",3737
"36047026000","Census Tract 260, Kings County, New York"," Kings County",3687
"36047026100","Census Tract 261, Kings County, New York"," Kings County",4987
"36047026200","Census Tract 262, Kings County, New York"," Kings County",2422
"36047026300","Census Tract 263, Kings County, New York"," Kings County",2002
"36047026400","Census Tract 264, Kings County, New York"," Kings County",4946
"36047026500","Census Tract 265, Kings County, New York"," Kings County",3558
"36047026600","Census Tract 266, Kings County, New York"," Kings County",3418
"36047026700","Census Tract 267, Kings County, New York"," Kings County",3531
"36047026800","Census Tract 268, Kings County, New York"," Kings County",3690
"36047026900","Census Tract 269, Kings County, New York"," Kings County",2685
"36047027000","Census Tract 270, Kings County, New York"," Kings County",2539
"36047027100","Census Tract 271, Kings County, New York"," Kings County",2502
"36047027200","Census Tract 272, Kings County, New York"," Kings County",3692
"36047027300","Census Tract 273, Kings County, New York"," Kings County",2649
"36047027400","Census Tract 274, Kings County, New York"," Kings County",3090
"36047027500","Census Tract 275, Kings County, New York"," Kings County",4346
"36047027600","Census Tract 276, Kings County, New York"," Kings County",4325
"36047027700","Census Tract 277, Kings County, New York"," Kings County",4975
"36047027800","Census Tract 278, Kings County, New York"," Kings County",3418
"36047027900","Census Tract 279, Kings County, New York"," Kings County",3914
"36047028000","Census Tract 280, Kings County, New York"," Kings County",1690
"36047028100","Census Tract 281, Kings County, New York"," Kings County",4882
"36047028200","Census Tract 282, Kings County, New York"," Kings County",3226
"36047028300","Census Tract 283, Kings County, New York"," Kings County",4150
"36047028400","Census Tract 284, Kings County, New York"," Kings County",3662
"36047028501","Census Tract 285.01, Kings County, New York"," Kings County",293
"36047028502","Census Tract 285.02, Kings County, New York"," Kings County",2626
"36047028600","Census Tract 286, Kings County, New York"," Kings County",4692
"36047028700","Census Tract 287, Kings County, New York"," Kings County",2774
"36047028800","Census Tract 288, Kings County, New York"," Kings County",3495
"36047028900","Census Tract 289, Kings County, New York"," Kings County",3408
"36047029000","Census Tract 290, Kings County, New York"," Kings County",4017
"36047029100","Census Tract 291, Kings County, New York"," Kings County",2843
"36047029200","Census Tract 292, Kings County, New York"," Kings County",2540
"36047029300","Census Tract 293, Kings County, New York"," Kings County",3426
"36047029400","Census Tract 294, Kings County, New York"," Kings County",2489
"36047029500","Census Tract 295, Kings County, New York"," Kings County",3803
"36047029600","Census Tract 296, Kings County, New York"," Kings County",5711
"36047029700","Census Tract 297, Kings County, New York"," Kings County",3969
"36047029800","Census Tract 298, Kings County, New York"," Kings County",3871
"36047029900","Census Tract 299, Kings County, New York"," Kings County",2663
"36047030000","Census Tract 300, Kings County, New York"," Kings County",4048
"36047030100","Census Tract 301, Kings County, New York"," Kings County",2752
"36047030200","Census Tract 302, Kings County, New York"," Kings County",4355
"36047030300","Census Tract 303, Kings County, New York"," Kings County",5018
"36047030400","Census Tract 304, Kings County, New York"," Kings County",3742
"36047030500","Census Tract 305, Kings County, New York"," Kings County",5951
"36047030600","Census Tract 306, Kings County, New York"," Kings County",2029
"36047030700","Census Tract 307, Kings County, New York"," Kings County",4304
"36047030800","Census Tract 308, Kings County, New York"," Kings County",1898
"36047030900","Census Tract 309, Kings County, New York"," Kings County",2134
"36047031100","Census Tract 311, Kings County, New York"," Kings County",2805
"36047031300","Census Tract 313, Kings County, New York"," Kings County",4242
"36047031400","Census Tract 314, Kings County, New York"," Kings County",4409
"36047031500","Census Tract 315, Kings County, New York"," Kings County",4798
"36047031701","Census Tract 317.01, Kings County, New York"," Kings County",3262
"36047031702","Census Tract 317.02, Kings County, New York"," Kings County",3857
"36047031900","Census Tract 319, Kings County, New York"," Kings County",3782
"36047032100","Census Tract 321, Kings County, New York"," Kings County",5897
"36047032300","Census Tract 323, Kings County, New York"," Kings County",3835
"36047032500","Census Tract 325, Kings County, New York"," Kings County",6446
"36047032600","Census Tract 326, Kings County, New York"," Kings County",6947
"36047032700","Census Tract 327, Kings County, New York"," Kings County",2501
"36047032800","Census Tract 328, Kings County, New York"," Kings County",2621
"36047032900","Census Tract 329, Kings County, New York"," Kings County",5783
"36047033000","Census Tract 330, Kings County, New York"," Kings County",4634
"36047033100","Census Tract 331, Kings County, New York"," Kings County",4378
"36047033300","Census Tract 333, Kings County, New York"," Kings County",4719
"36047033500","Census Tract 335, Kings County, New York"," Kings County",3115
"36047033600","Census Tract 336, Kings County, New York"," Kings County",4008
"36047033700","Census Tract 337, Kings County, New York"," Kings County",3818
"36047033900","Census Tract 339, Kings County, New York"," Kings County",4495
"36047034000","Census Tract 340, Kings County, New York"," Kings County",2166
"36047034100","Census Tract 341, Kings County, New York"," Kings County",2803
"36047034200","Census Tract 342, Kings County, New York"," Kings County",5748
"36047034300","Census Tract 343, Kings County, New York"," Kings County",5097
"36047034500","Census Tract 345, Kings County, New York"," Kings County",2899
"36047034700","Census Tract 347, Kings County, New York"," Kings County",3326
"36047034800","Census Tract 348, Kings County, New York"," Kings County",2185
"36047034900","Census Tract 349, Kings County, New York"," Kings County",5297
"36047035000","Census Tract 350, Kings County, New York"," Kings County",2806
"36047035100","Census Tract 351, Kings County, New York"," Kings County",4437
"36047035200","Census Tract 352, Kings County, New York"," Kings County",1035
"36047035300","Census Tract 353, Kings County, New York"," Kings County",5140
"36047035400","Census Tract 354, Kings County, New York"," Kings County",5373
"36047035500","Census Tract 355, Kings County, New York"," Kings County",5620
"36047035601","Census Tract 356.01, Kings County, New York"," Kings County",2592
"36047035602","Census Tract 356.02, Kings County, New York"," Kings County",4835
"36047035700","Census Tract 357, Kings County, New York"," Kings County",2499
"36047035900","Census Tract 359, Kings County, New York"," Kings County",5213
