"BoroCT2010","census_tract","borough","total_population","data"
3681069701,"Census Tract 697.01, Queens County, New York"," Queens County",3990,3990
3681069702,"Census Tract 697.02, Queens County, New York"," Queens County",3548,3548
3681070300,"Census Tract 703, Queens County, New York"," Queens County",2007,2007
3681070700,"Census Tract 707, Queens County, New York"," Queens County",2262,2262
3681070900,"Census Tract 709, Queens County, New York"," Queens County",2555,2555
3681071100,"Census Tract 711, Queens County, New York"," Queens County",5948,5948
3681071303,"Census Tract 713.03, Queens County, New York"," Queens County",5318,5318
3681071304,"Census Tract 713.04, Queens County, New York"," Queens County",6191,6191
3681071305,"Census Tract 713.05, Queens County, New York"," Queens County",4841,4841
3681071306,"Census Tract 713.06, Queens County, New York"," Queens County",6256,6256
3681071600,"Census Tract 716, Queens County, New York"," Queens County",0,0
3681071701,"Census Tract 717.01, Queens County, New York"," Queens County",5571,5571
3681071702,"Census Tract 717.02, Queens County, New York"," Queens County",3865,3865
3681071900,"Census Tract 719, Queens County, New York"," Queens County",2587,2587
3681072100,"Census Tract 721, Queens County, New York"," Queens County",4751,4751
3681072300,"Census Tract 723, Queens County, New York"," Queens County",1965,1965
3681072900,"Census Tract 729, Queens County, New York"," Queens County",1147,1147
3681073100,"Census Tract 731, Queens County, New York"," Queens County",1501,1501
3681073700,"Census Tract 737, Queens County, New York"," Queens County",1748,1748
3681073900,"Census Tract 739, Queens County, New York"," Queens County",5442,5442
3681074100,"Census Tract 741, Queens County, New York"," Queens County",3021,3021
3681074300,"Census Tract 743, Queens County, New York"," Queens County",4654,4654
3681074500,"Census Tract 745, Queens County, New York"," Queens County",3836,3836
3681074700,"Census Tract 747, Queens County, New York"," Queens County",3433,3433
3681074900,"Census Tract 749, Queens County, New York"," Queens County",1488,1488
3681075701,"Census Tract 757.01, Queens County, New York"," Queens County",5053,5053
3681075702,"Census Tract 757.02, Queens County, New York"," Queens County",4565,4565
3681076901,"Census Tract 769.01, Queens County, New York"," Queens County",4172,4172
3681076902,"Census Tract 769.02, Queens County, New York"," Queens County",1486,1486
3681077300,"Census Tract 773, Queens County, New York"," Queens County",2189,2189
3681077500,"Census Tract 775, Queens County, New York"," Queens County",2014,2014
3681077902,"Census Tract 779.02, Queens County, New York"," Queens County",5382,5382
3681077903,"Census Tract 779.03, Queens County, New York"," Queens County",3130,3130
3681077904,"Census Tract 779.04, Queens County, New York"," Queens County",6812,6812
3681077905,"Census Tract 779.05, Queens County, New York"," Queens County",2673,2673
3681077906,"Census Tract 779.06, Queens County, New York"," Queens County",3241,3241
3681077907,"Census Tract 779.07, Queens County, New York"," Queens County",3186,3186
3681077908,"Census Tract 779.08, Queens County, New York"," Queens County",4364,4364
3681078800,"Census Tract 788, Queens County, New York"," Queens County",1575,1575
3681079000,"Census Tract 790, Queens County, New York"," Queens County",2508,2508
3681079200,"Census Tract 792, Queens County, New York"," Queens County",2599,2599
3681079300,"Census Tract 793, Queens County, New York"," Queens County",0,0
3681079701,"Census Tract 797.01, Queens County, New York"," Queens County",7057,7057
3681079702,"Census Tract 797.02, Queens County, New York"," Queens County",4914,4914
3681079900,"Census Tract 799, Queens County, New York"," Queens County",3405,3405
3681080301,"Census Tract 803.01, Queens County, New York"," Queens County",4855,4855
3681080302,"Census Tract 803.02, Queens County, New York"," Queens County",3538,3538
3681080900,"Census Tract 809, Queens County, New York"," Queens County",7181,7181
3681081400,"Census Tract 814, Queens County, New York"," Queens County",3978,3978
3681081800,"Census Tract 818, Queens County, New York"," Queens County",4381,4381
3681083700,"Census Tract 837, Queens County, New York"," Queens County",5523,5523
3681083800,"Census Tract 838, Queens County, New York"," Queens County",6247,6247
3681084000,"Census Tract 840, Queens County, New York"," Queens County",6455,6455
3681084500,"Census Tract 845, Queens County, New York"," Queens County",4484,4484
3681084601,"Census Tract 846.01, Queens County, New York"," Queens County",2671,2671
3681084602,"Census Tract 846.02, Queens County, New York"," Queens County",1256,1256
3681084900,"Census Tract 849, Queens County, New York"," Queens County",7392,7392
3681085300,"Census Tract 853, Queens County, New York"," Queens County",4526,4526
3681085500,"Census Tract 855, Queens County, New York"," Queens County",6375,6375
3681085700,"Census Tract 857, Queens County, New York"," Queens County",5753,5753
3681085900,"Census Tract 859, Queens County, New York"," Queens County",5267,5267
3681086100,"Census Tract 861, Queens County, New York"," Queens County",2178,2178
3681086300,"Census Tract 863, Queens County, New York"," Queens County",6845,6845
3681086400,"Census Tract 864, Queens County, New York"," Queens County",2887,2887
3681086500,"Census Tract 865, Queens County, New York"," Queens County",4381,4381
3681086900,"Census Tract 869, Queens County, New York"," Queens County",2350,2350
3681087100,"Census Tract 871, Queens County, New York"," Queens County",2316,2316
3681088400,"Census Tract 884, Queens County, New York"," Queens County",7279,7279
3681088901,"Census Tract 889.01, Queens County, New York"," Queens County",10346,10346
3681089200,"Census Tract 892, Queens County, New York"," Queens County",8047,8047
3681090700,"Census Tract 907, Queens County, New York"," Queens County",1212,1212
3681091601,"Census Tract 916.01, Queens County, New York"," Queens County",4006,4006
3681091602,"Census Tract 916.02, Queens County, New York"," Queens County",0,0
3681091800,"Census Tract 918, Queens County, New York"," Queens County",8,8
3681091900,"Census Tract 919, Queens County, New York"," Queens County",6317,6317
3681092200,"Census Tract 922, Queens County, New York"," Queens County",2088,2088
3681092500,"Census Tract 925, Queens County, New York"," Queens County",3821,3821
3681092800,"Census Tract 928, Queens County, New York"," Queens County",3283,3283
3681092900,"Census Tract 929, Queens County, New York"," Queens County",6716,6716
3681093401,"Census Tract 934.01, Queens County, New York"," Queens County",3809,3809
3681093402,"Census Tract 934.02, Queens County, New York"," Queens County",3841,3841
3681093800,"Census Tract 938, Queens County, New York"," Queens County",5396,5396
3681093900,"Census Tract 939, Queens County, New York"," Queens County",4978,4978
3681094201,"Census Tract 942.01, Queens County, New York"," Queens County",3347,3347
3681094202,"Census Tract 942.02, Queens County, New York"," Queens County",4686,4686
3681094203,"Census Tract 942.03, Queens County, New York"," Queens County",5586,5586
3681094500,"Census Tract 945, Queens County, New York"," Queens County",4127,4127
3681094700,"Census Tract 947, Queens County, New York"," Queens County",2699,2699
3681095400,"Census Tract 954, Queens County, New York"," Queens County",5221,5221
3681096400,"Census Tract 964, Queens County, New York"," Queens County",4153,4153
3681097202,"Census Tract 972.02, Queens County, New York"," Queens County",2634,2634
3681097203,"Census Tract 972.03, Queens County, New York"," Queens County",6557,6557
3681097204,"Census Tract 972.04, Queens County, New York"," Queens County",4052,4052
3681097300,"Census Tract 973, Queens County, New York"," Queens County",1992,1992
3681098100,"Census Tract 981, Queens County, New York"," Queens County",2436,2436
3681098700,"Census Tract 987, Queens County, New York"," Queens County",2596,2596
3681099100,"Census Tract 991, Queens County, New York"," Queens County",6234,6234
3681099200,"Census Tract 992, Queens County, New York"," Queens County",4291,4291
3681099701,"Census Tract 997.01, Queens County, New York"," Queens County",2559,2559
3681099703,"Census Tract 997.03, Queens County, New York"," Queens County",3858,3858
3681099704,"Census Tract 997.04, Queens County, New York"," Queens County",7240,7240
3681099705,"Census Tract 997.05, Queens County, New York"," Queens County",2720,2720
3681099801,"Census Tract 998.01, Queens County, New York"," Queens County",7455,7455
3681099802,"Census Tract 998.02, Queens County, New York"," Queens County",5391,5391
3681099900,"Census Tract 999, Queens County, New York"," Queens County",0,0
3681100801,"Census Tract 1008.01, Queens County, New York"," Queens County",2277,2277
3681100802,"Census Tract 1008.02, Queens County, New York"," Queens County",9029,9029
3681101001,"Census Tract 1010.01, Queens County, New York"," Queens County",11028,11028
3681101002,"Census Tract 1010.02, Queens County, New York"," Queens County",4311,4311
3681101700,"Census Tract 1017, Queens County, New York"," Queens County",6078,6078
3681102900,"Census Tract 1029, Queens County, New York"," Queens County",3714,3714
3681103201,"Census Tract 1032.01, Queens County, New York"," Queens County",7161,7161
3681103202,"Census Tract 1032.02, Queens County, New York"," Queens County",7195,7195
3681103300,"Census Tract 1033, Queens County, New York"," Queens County",4044,4044
3681103900,"Census Tract 1039, Queens County, New York"," Queens County",6734,6734
3681104700,"Census Tract 1047, Queens County, New York"," Queens County",6664,6664
3681105900,"Census Tract 1059, Queens County, New York"," Queens County",3881,3881
3681107201,"Census Tract 1072.01, Queens County, New York"," Queens County",2112,2112
3681107202,"Census Tract 1072.02, Queens County, New York"," Queens County",0,0
3681108500,"Census Tract 1085, Queens County, New York"," Queens County",2496,2496
3681109300,"Census Tract 1093, Queens County, New York"," Queens County",3216,3216
3681109700,"Census Tract 1097, Queens County, New York"," Queens County",1633,1633
3681109900,"Census Tract 1099, Queens County, New York"," Queens County",3903,3903
3681111300,"Census Tract 1113, Queens County, New York"," Queens County",2476,2476
3681112300,"Census Tract 1123, Queens County, New York"," Queens County",2344,2344
3681112900,"Census Tract 1129, Queens County, New York"," Queens County",2252,2252
3681113300,"Census Tract 1133, Queens County, New York"," Queens County",1729,1729
3681113900,"Census Tract 1139, Queens County, New York"," Queens County",3399,3399
3681114100,"Census Tract 1141, Queens County, New York"," Queens County",2337,2337
3681114700,"Census Tract 1147, Queens County, New York"," Queens County",1802,1802
3681115100,"Census Tract 1151, Queens County, New York"," Queens County",1189,1189
3681115500,"Census Tract 1155, Queens County, New York"," Queens County",2350,2350
3681115700,"Census Tract 1157, Queens County, New York"," Queens County",3515,3515
3681115900,"Census Tract 1159, Queens County, New York"," Queens County",4340,4340
3681116100,"Census Tract 1161, Queens County, New York"," Queens County",4657,4657
3681116300,"Census Tract 1163, Queens County, New York"," Queens County",9062,9062
3681116700,"Census Tract 1167, Queens County, New York"," Queens County",1990,1990
3681117100,"Census Tract 1171, Queens County, New York"," Queens County",2813,2813
3681117500,"Census Tract 1175, Queens County, New York"," Queens County",5027,5027
3681118100,"Census Tract 1181, Queens County, New York"," Queens County",1577,1577
3681118500,"Census Tract 1185, Queens County, New York"," Queens County",2186,2186
3681118700,"Census Tract 1187, Queens County, New York"," Queens County",2404,2404
3681118900,"Census Tract 1189, Queens County, New York"," Queens County",2556,2556
3681119100,"Census Tract 1191, Queens County, New York"," Queens County",3420,3420
3681119300,"Census Tract 1193, Queens County, New York"," Queens County",2079,2079
3681119500,"Census Tract 1195, Queens County, New York"," Queens County",1412,1412
3681119900,"Census Tract 1199, Queens County, New York"," Queens County",1520,1520
3681120100,"Census Tract 1201, Queens County, New York"," Queens County",1617,1617
3681120300,"Census Tract 1203, Queens County, New York"," Queens County",1734,1734
3681120500,"Census Tract 1205, Queens County, New York"," Queens County",2747,2747
3681120700,"Census Tract 1207, Queens County, New York"," Queens County",2781,2781
3681121100,"Census Tract 1211, Queens County, New York"," Queens County",0,0
3681121500,"Census Tract 1215, Queens County, New York"," Queens County",4434,4434
3681122300,"Census Tract 1223, Queens County, New York"," Queens County",3556,3556
3681122701,"Census Tract 1227.01, Queens County, New York"," Queens County",11789,11789
3681122702,"Census Tract 1227.02, Queens County, New York"," Queens County",7007,7007
3681124100,"Census Tract 1241, Queens County, New York"," Queens County",3148,3148
3681124700,"Census Tract 1247, Queens County, New York"," Queens County",3442,3442
3681125700,"Census Tract 1257, Queens County, New York"," Queens County",3298,3298
3681126500,"Census Tract 1265, Queens County, New York"," Queens County",1517,1517
3681126700,"Census Tract 1267, Queens County, New York"," Queens County",4616,4616
3681127700,"Census Tract 1277, Queens County, New York"," Queens County",3528,3528
3681128300,"Census Tract 1283, Queens County, New York"," Queens County",29,29
3681129102,"Census Tract 1291.02, Queens County, New York"," Queens County",3578,3578
3681129103,"Census Tract 1291.03, Queens County, New York"," Queens County",3877,3877
3681129104,"Census Tract 1291.04, Queens County, New York"," Queens County",4241,4241
3681130100,"Census Tract 1301, Queens County, New York"," Queens County",3984,3984
3681133300,"Census Tract 1333, Queens County, New York"," Queens County",3626,3626
3681133900,"Census Tract 1339, Queens County, New York"," Queens County",1315,1315
3681134100,"Census Tract 1341, Queens County, New York"," Queens County",3555,3555
3681134700,"Census Tract 1347, Queens County, New York"," Queens County",10137,10137
3681136700,"Census Tract 1367, Queens County, New York"," Queens County",6054,6054
3681137700,"Census Tract 1377, Queens County, New York"," Queens County",6270,6270
3681138501,"Census Tract 1385.01, Queens County, New York"," Queens County",4586,4586
3681138502,"Census Tract 1385.02, Queens County, New York"," Queens County",39,39
3681139900,"Census Tract 1399, Queens County, New York"," Queens County",1710,1710
3681140300,"Census Tract 1403, Queens County, New York"," Queens County",2276,2276
3681140901,"Census Tract 1409.01, Queens County, New York"," Queens County",958,958
3681140902,"Census Tract 1409.02, Queens County, New York"," Queens County",3130,3130
3681141700,"Census Tract 1417, Queens County, New York"," Queens County",4821,4821
3681142900,"Census Tract 1429, Queens County, New York"," Queens County",3354,3354
3681143500,"Census Tract 1435, Queens County, New York"," Queens County",2153,2153
3681144100,"Census Tract 1441, Queens County, New York"," Queens County",3254,3254
3681144700,"Census Tract 1447, Queens County, New York"," Queens County",3176,3176
3681145101,"Census Tract 1451.01, Queens County, New York"," Queens County",1658,1658
3681145102,"Census Tract 1451.02, Queens County, New York"," Queens County",2616,2616
3681145900,"Census Tract 1459, Queens County, New York"," Queens County",2913,2913
3681146300,"Census Tract 1463, Queens County, New York"," Queens County",3209,3209
3681146700,"Census Tract 1467, Queens County, New York"," Queens County",3313,3313
3681147100,"Census Tract 1471, Queens County, New York"," Queens County",3059,3059
3681147900,"Census Tract 1479, Queens County, New York"," Queens County",4845,4845
3681148300,"Census Tract 1483, Queens County, New York"," Queens County",2920,2920
3681150701,"Census Tract 1507.01, Queens County, New York"," Queens County",2913,2913
3681150702,"Census Tract 1507.02, Queens County, New York"," Queens County",3156,3156
3681152901,"Census Tract 1529.01, Queens County, New York"," Queens County",6796,6796
3681152902,"Census Tract 1529.02, Queens County, New York"," Queens County",5132,5132
3681155101,"Census Tract 1551.01, Queens County, New York"," Queens County",1947,1947
3681155102,"Census Tract 1551.02, Queens County, New York"," Queens County",7641,7641
3681156700,"Census Tract 1567, Queens County, New York"," Queens County",1363,1363
3681157101,"Census Tract 1571.01, Queens County, New York"," Queens County",7859,7859
3681157102,"Census Tract 1571.02, Queens County, New York"," Queens County",2065,2065
3681157901,"Census Tract 1579.01, Queens County, New York"," Queens County",4994,4994
3681157902,"Census Tract 1579.02, Queens County, New York"," Queens County",3809,3809
3681157903,"Census Tract 1579.03, Queens County, New York"," Queens County",3852,3852
3681161700,"Census Tract 1617, Queens County, New York"," Queens County",4911,4911
3681162100,"Census Tract 1621, Queens County, New York"," Queens County",7167,7167
3681990100,"Census Tract 9901, Queens County, New York"," Queens County",0,0
3647000100,"Census Tract 1, Kings County, New York"," Kings County",4304,4304
3647000200,"Census Tract 2, Kings County, New York"," Kings County",1868,1868
3647000301,"Census Tract 3.01, Kings County, New York"," Kings County",3985,3985
3647000501,"Census Tract 5.01, Kings County, New York"," Kings County",4759,4759
3647000502,"Census Tract 5.02, Kings County, New York"," Kings County",2600,2600
3647000700,"Census Tract 7, Kings County, New York"," Kings County",4029,4029
3647000900,"Census Tract 9, Kings County, New York"," Kings County",4162,4162
3647001100,"Census Tract 11, Kings County, New York"," Kings County",967,967
3647001300,"Census Tract 13, Kings County, New York"," Kings County",2562,2562
3647001500,"Census Tract 15, Kings County, New York"," Kings County",5962,5962
3647001800,"Census Tract 18, Kings County, New York"," Kings County",2075,2075
3647002000,"Census Tract 20, Kings County, New York"," Kings County",1368,1368
3647002100,"Census Tract 21, Kings County, New York"," Kings County",4295,4295
3647002200,"Census Tract 22, Kings County, New York"," Kings County",4902,4902
3647002300,"Census Tract 23, Kings County, New York"," Kings County",4342,4342
3647002901,"Census Tract 29.01, Kings County, New York"," Kings County",3532,3532
3647003000,"Census Tract 30, Kings County, New York"," Kings County",1841,1841
3647003100,"Census Tract 31, Kings County, New York"," Kings County",2837,2837
3647003300,"Census Tract 33, Kings County, New York"," Kings County",3157,3157
3647003400,"Census Tract 34, Kings County, New York"," Kings County",3038,3038
3647003500,"Census Tract 35, Kings County, New York"," Kings County",1550,1550
3647003600,"Census Tract 36, Kings County, New York"," Kings County",4457,4457
3647003700,"Census Tract 37, Kings County, New York"," Kings County",1087,1087
3647003800,"Census Tract 38, Kings County, New York"," Kings County",1555,1555
3647003900,"Census Tract 39, Kings County, New York"," Kings County",2455,2455
3647004100,"Census Tract 41, Kings County, New York"," Kings County",3540,3540
3647004300,"Census Tract 43, Kings County, New York"," Kings County",3191,3191
3647004400,"Census Tract 44, Kings County, New York"," Kings County",2420,2420
3647004500,"Census Tract 45, Kings County, New York"," Kings County",3318,3318
3647004600,"Census Tract 46, Kings County, New York"," Kings County",1420,1420
3647004700,"Census Tract 47, Kings County, New York"," Kings County",1889,1889
3647004900,"Census Tract 49, Kings County, New York"," Kings County",2520,2520
3647005000,"Census Tract 50, Kings County, New York"," Kings County",2510,2510
3647005100,"Census Tract 51, Kings County, New York"," Kings County",2143,2143
3647005201,"Census Tract 52.01, Kings County, New York"," Kings County",1722,1722
3647005202,"Census Tract 52.02, Kings County, New York"," Kings County",2436,2436
3647005300,"Census Tract 53, Kings County, New York"," Kings County",2423,2423
3647005400,"Census Tract 54, Kings County, New York"," Kings County",3406,3406
3647005601,"Census Tract 56.01, Kings County, New York"," Kings County",2482,2482
3647005602,"Census Tract 56.02, Kings County, New York"," Kings County",1730,1730
3647005800,"Census Tract 58, Kings County, New York"," Kings County",3333,3333
3647005900,"Census Tract 59, Kings County, New York"," Kings County",1429,1429
3647006000,"Census Tract 60, Kings County, New York"," Kings County",2717,2717
3647006200,"Census Tract 62, Kings County, New York"," Kings County",2818,2818
3647006300,"Census Tract 63, Kings County, New York"," Kings County",1952,1952
3647006400,"Census Tract 64, Kings County, New York"," Kings County",3244,3244
3647006500,"Census Tract 65, Kings County, New York"," Kings County",5412,5412
3647006600,"Census Tract 66, Kings County, New York"," Kings County",3797,3797
3647006700,"Census Tract 67, Kings County, New York"," Kings County",3799,3799
3647006800,"Census Tract 68, Kings County, New York"," Kings County",5290,5290
3647006900,"Census Tract 69, Kings County, New York"," Kings County",3582,3582
3647007000,"Census Tract 70, Kings County, New York"," Kings County",2463,2463
3647007100,"Census Tract 71, Kings County, New York"," Kings County",5002,5002
3647007200,"Census Tract 72, Kings County, New York"," Kings County",2341,2341
3647007400,"Census Tract 74, Kings County, New York"," Kings County",6061,6061
3647007500,"Census Tract 75, Kings County, New York"," Kings County",4774,4774
3647007600,"Census Tract 76, Kings County, New York"," Kings County",4775,4775
3647007700,"Census Tract 77, Kings County, New York"," Kings County",4409,4409
3647007800,"Census Tract 78, Kings County, New York"," Kings County",5493,5493
3647008000,"Census Tract 80, Kings County, New York"," Kings County",4373,4373
3647008200,"Census Tract 82, Kings County, New York"," Kings County",4148,4148
3647008400,"Census Tract 84, Kings County, New York"," Kings County",3860,3860
3647008500,"Census Tract 85, Kings County, New York"," Kings County",6916,6916
3647008600,"Census Tract 86, Kings County, New York"," Kings County",0,0
3647008800,"Census Tract 88, Kings County, New York"," Kings County",3397,3397
3647009000,"Census Tract 90, Kings County, New York"," Kings County",3224,3224
3647009200,"Census Tract 92, Kings County, New York"," Kings County",5407,5407
3647009400,"Census Tract 94, Kings County, New York"," Kings County",5837,5837
3647009600,"Census Tract 96, Kings County, New York"," Kings County",5951,5951
3647009800,"Census Tract 98, Kings County, New York"," Kings County",8178,8178
3647010000,"Census Tract 100, Kings County, New York"," Kings County",6312,6312
3647010100,"Census Tract 101, Kings County, New York"," Kings County",4402,4402
3647010200,"Census Tract 102, Kings County, New York"," Kings County",5265,5265
3647010400,"Census Tract 104, Kings County, New York"," Kings County",5937,5937
3647010600,"Census Tract 106, Kings County, New York"," Kings County",5747,5747
3647010800,"Census Tract 108, Kings County, New York"," Kings County",4267,4267
3647011000,"Census Tract 110, Kings County, New York"," Kings County",2708,2708
3647011200,"Census Tract 112, Kings County, New York"," Kings County",6527,6527
3647011400,"Census Tract 114, Kings County, New York"," Kings County",4500,4500
3647011600,"Census Tract 116, Kings County, New York"," Kings County",4274,4274
3647011700,"Census Tract 117, Kings County, New York"," Kings County",2674,2674
3647011800,"Census Tract 118, Kings County, New York"," Kings County",2128,2128
3647011900,"Census Tract 119, Kings County, New York"," Kings County",1614,1614
3647012000,"Census Tract 120, Kings County, New York"," Kings County",1255,1255
3647012100,"Census Tract 121, Kings County, New York"," Kings County",1807,1807
3647012200,"Census Tract 122, Kings County, New York"," Kings County",5697,5697
3647012600,"Census Tract 126, Kings County, New York"," Kings County",2767,2767
3647012700,"Census Tract 127, Kings County, New York"," Kings County",3929,3929
3647012801,"Census Tract 128.01, Kings County, New York"," Kings County",2094,2094
3647012901,"Census Tract 129.01, Kings County, New York"," Kings County",2577,2577
3647012902,"Census Tract 129.02, Kings County, New York"," Kings County",2064,2064
3647013000,"Census Tract 130, Kings County, New York"," Kings County",5224,5224
3647013100,"Census Tract 131, Kings County, New York"," Kings County",4244,4244
3647013200,"Census Tract 132, Kings County, New York"," Kings County",2397,2397
3647013300,"Census Tract 133, Kings County, New York"," Kings County",4674,4674
3647013400,"Census Tract 134, Kings County, New York"," Kings County",3860,3860
3647013500,"Census Tract 135, Kings County, New York"," Kings County",3694,3694
3647013600,"Census Tract 136, Kings County, New York"," Kings County",3813,3813
3647013700,"Census Tract 137, Kings County, New York"," Kings County",3278,3278
3647013800,"Census Tract 138, Kings County, New York"," Kings County",3423,3423
3647013900,"Census Tract 139, Kings County, New York"," Kings County",3652,3652
3647014000,"Census Tract 140, Kings County, New York"," Kings County",1843,1843
3647014100,"Census Tract 141, Kings County, New York"," Kings County",3928,3928
3647014200,"Census Tract 142, Kings County, New York"," Kings County",3105,3105
3647014300,"Census Tract 143, Kings County, New York"," Kings County",3610,3610
3647014500,"Census Tract 145, Kings County, New York"," Kings County",4424,4424
3647014700,"Census Tract 147, Kings County, New York"," Kings County",2104,2104
3647014800,"Census Tract 148, Kings County, New York"," Kings County",1256,1256
3647014900,"Census Tract 149, Kings County, New York"," Kings County",5772,5772
3647015000,"Census Tract 150, Kings County, New York"," Kings County",1642,1642
3647015100,"Census Tract 151, Kings County, New York"," Kings County",4273,4273
3647015200,"Census Tract 152, Kings County, New York"," Kings County",2567,2567
3647015300,"Census Tract 153, Kings County, New York"," Kings County",2961,2961
3647015400,"Census Tract 154, Kings County, New York"," Kings County",0,0
3647015500,"Census Tract 155, Kings County, New York"," Kings County",3674,3674
3647015700,"Census Tract 157, Kings County, New York"," Kings County",4289,4289
3647015900,"Census Tract 159, Kings County, New York"," Kings County",5157,5157
3647016000,"Census Tract 160, Kings County, New York"," Kings County",4475,4475
3647016100,"Census Tract 161, Kings County, New York"," Kings County",3139,3139
3647016200,"Census Tract 162, Kings County, New York"," Kings County",2560,2560
3647016300,"Census Tract 163, Kings County, New York"," Kings County",3223,3223
3647016400,"Census Tract 164, Kings County, New York"," Kings County",654,654
3647016500,"Census Tract 165, Kings County, New York"," Kings County",5706,5706
3647016600,"Census Tract 166, Kings County, New York"," Kings County",2080,2080
3647016700,"Census Tract 167, Kings County, New York"," Kings County",5278,5278
3647016800,"Census Tract 168, Kings County, New York"," Kings County",1801,1801
3647016900,"Census Tract 169, Kings County, New York"," Kings County",4779,4779
3647017000,"Census Tract 170, Kings County, New York"," Kings County",4115,4115
3647017100,"Census Tract 171, Kings County, New York"," Kings County",3943,3943
3647017200,"Census Tract 172, Kings County, New York"," Kings County",4040,4040
3647017400,"Census Tract 174, Kings County, New York"," Kings County",1908,1908
3647017500,"Census Tract 175, Kings County, New York"," Kings County",0,0
3647017600,"Census Tract 176, Kings County, New York"," Kings County",2322,2322
3647017700,"Census Tract 177, Kings County, New York"," Kings County",0,0
3647017800,"Census Tract 178, Kings County, New York"," Kings County",3226,3226
3647017900,"Census Tract 179, Kings County, New York"," Kings County",4131,4131
3647018000,"Census Tract 180, Kings County, New York"," Kings County",3512,3512
3647018100,"Census Tract 181, Kings County, New York"," Kings County",3424,3424
3647018200,"Census Tract 182, Kings County, New York"," Kings County",3600,3600
3647018300,"Census Tract 183, Kings County, New York"," Kings County",2692,2692
3647018400,"Census Tract 184, Kings County, New York"," Kings County",2551,2551
3647018501,"Census Tract 185.01, Kings County, New York"," Kings County",4530,4530
3647018600,"Census Tract 186, Kings County, New York"," Kings County",2072,2072
3647018700,"Census Tract 187, Kings County, New York"," Kings County",1405,1405
3647018800,"Census Tract 188, Kings County, New York"," Kings County",2879,2879
3647019000,"Census Tract 190, Kings County, New York"," Kings County",5134,5134
3647019100,"Census Tract 191, Kings County, New York"," Kings County",2902,2902
3647019200,"Census Tract 192, Kings County, New York"," Kings County",3398,3398
3647019300,"Census Tract 193, Kings County, New York"," Kings County",5761,5761
3647019400,"Census Tract 194, Kings County, New York"," Kings County",3786,3786
3647019500,"Census Tract 195, Kings County, New York"," Kings County",4188,4188
3647019600,"Census Tract 196, Kings County, New York"," Kings County",5120,5120
3647019700,"Census Tract 197, Kings County, New York"," Kings County",3508,3508
3647019800,"Census Tract 198, Kings County, New York"," Kings County",1978,1978
3647019900,"Census Tract 199, Kings County, New York"," Kings County",2863,2863
3647020000,"Census Tract 200, Kings County, New York"," Kings County",2216,2216
3647020100,"Census Tract 201, Kings County, New York"," Kings County",3886,3886
3647020200,"Census Tract 202, Kings County, New York"," Kings County",2131,2131
3647020300,"Census Tract 203, Kings County, New York"," Kings County",1688,1688
3647020400,"Census Tract 204, Kings County, New York"," Kings County",1947,1947
3647020500,"Census Tract 205, Kings County, New York"," Kings County",2747,2747
3647020600,"Census Tract 206, Kings County, New York"," Kings County",2706,2706
3647020700,"Census Tract 207, Kings County, New York"," Kings County",4536,4536
3647020800,"Census Tract 208, Kings County, New York"," Kings County",3272,3272
3647021000,"Census Tract 210, Kings County, New York"," Kings County",4946,4946
3647021100,"Census Tract 211, Kings County, New York"," Kings County",1362,1362
3647021200,"Census Tract 212, Kings County, New York"," Kings County",5176,5176
3647021300,"Census Tract 213, Kings County, New York"," Kings County",4296,4296
3647021400,"Census Tract 214, Kings County, New York"," Kings County",2437,2437
3647021500,"Census Tract 215, Kings County, New York"," Kings County",5136,5136
3647021600,"Census Tract 216, Kings County, New York"," Kings County",4458,4458
3647021700,"Census Tract 217, Kings County, New York"," Kings County",3904,3904
3647021800,"Census Tract 218, Kings County, New York"," Kings County",4389,4389
3647021900,"Census Tract 219, Kings County, New York"," Kings County",3617,3617
3647022000,"Census Tract 220, Kings County, New York"," Kings County",4313,4313
3647022100,"Census Tract 221, Kings County, New York"," Kings County",4255,4255
3647022200,"Census Tract 222, Kings County, New York"," Kings County",4524,4524
3647022400,"Census Tract 224, Kings County, New York"," Kings County",5981,5981
3647022600,"Census Tract 226, Kings County, New York"," Kings County",2438,2438
3647022700,"Census Tract 227, Kings County, New York"," Kings County",3725,3725
3647022800,"Census Tract 228, Kings County, New York"," Kings County",3367,3367
3647022900,"Census Tract 229, Kings County, New York"," Kings County",3780,3780
3647023000,"Census Tract 230, Kings County, New York"," Kings County",3832,3832
3647023100,"Census Tract 231, Kings County, New York"," Kings County",3506,3506
3647023200,"Census Tract 232, Kings County, New York"," Kings County",5753,5753
3647023300,"Census Tract 233, Kings County, New York"," Kings County",4863,4863
3647023400,"Census Tract 234, Kings County, New York"," Kings County",5162,5162
3647023500,"Census Tract 235, Kings County, New York"," Kings County",4015,4015
3647023600,"Census Tract 236, Kings County, New York"," Kings County",5693,5693
3647023800,"Census Tract 238, Kings County, New York"," Kings County",4142,4142
3647024000,"Census Tract 240, Kings County, New York"," Kings County",4471,4471
3647024100,"Census Tract 241, Kings County, New York"," Kings County",2375,2375
3647024200,"Census Tract 242, Kings County, New York"," Kings County",3052,3052
3647024300,"Census Tract 243, Kings County, New York"," Kings County",4273,4273
3647024400,"Census Tract 244, Kings County, New York"," Kings County",3757,3757
3647024500,"Census Tract 245, Kings County, New York"," Kings County",3855,3855
3647024600,"Census Tract 246, Kings County, New York"," Kings County",3195,3195
