"GEOID","census_tract","borough","total_population","non_family"
36047000700,"Census Tract 7, Kings County, New York"," Kings County",4029,0.526235354049924
36047000900,"Census Tract 9, Kings County, New York"," Kings County",4162,0.595289079229122
36047001100,"Census Tract 11, Kings County, New York"," Kings County",967,0.617375231053604
36047001300,"Census Tract 13, Kings County, New York"," Kings County",2562,0.55365296803653
36047001500,"Census Tract 15, Kings County, New York"," Kings County",5962,0.518081461743434
36047001800,"Census Tract 18, Kings County, New York"," Kings County",2075,NA
36047002000,"Census Tract 20, Kings County, New York"," Kings County",1368,0.278450363196126
36047002100,"Census Tract 21, Kings County, New York"," Kings County",4295,0.392463768115942
36047002200,"Census Tract 22, Kings County, New York"," Kings County",4902,0.3437876960193
36047002300,"Census Tract 23, Kings County, New York"," Kings County",4342,0.348300192431046
36047002901,"Census Tract 29.01, Kings County, New York"," Kings County",3532,0.359450726978998
36047003000,"Census Tract 30, Kings County, New York"," Kings County",1841,0.338129496402878
36047003100,"Census Tract 31, Kings County, New York"," Kings County",2837,0.580961727183513
36047003300,"Census Tract 33, Kings County, New York"," Kings County",3157,0.645280690931524
36047003400,"Census Tract 34, Kings County, New York"," Kings County",3038,0.424264705882353
36047003500,"Census Tract 35, Kings County, New York"," Kings County",1550,0.460154241645244
36047003600,"Census Tract 36, Kings County, New York"," Kings County",4457,0.407202216066482
36047003700,"Census Tract 37, Kings County, New York"," Kings County",1087,0.661791590493601
36047003800,"Census Tract 38, Kings County, New York"," Kings County",1555,0.316341829085457
36047003900,"Census Tract 39, Kings County, New York"," Kings County",2455,0.625
36047004100,"Census Tract 41, Kings County, New York"," Kings County",3540,0.524035206499662
36047004300,"Census Tract 43, Kings County, New York"," Kings County",3191,0.604206500956023
36047004400,"Census Tract 44, Kings County, New York"," Kings County",2420,0.289230769230769
36047004500,"Census Tract 45, Kings County, New York"," Kings County",3318,0.554413542926239
36047004600,"Census Tract 46, Kings County, New York"," Kings County",1420,0.227450980392157
36047004700,"Census Tract 47, Kings County, New York"," Kings County",1889,0.36848792884371
36047004900,"Census Tract 49, Kings County, New York"," Kings County",2520,0.466870540265036
36047005000,"Census Tract 50, Kings County, New York"," Kings County",2510,0.363468634686347
36047005100,"Census Tract 51, Kings County, New York"," Kings County",2143,0.479271991911021
36047005201,"Census Tract 52.01, Kings County, New York"," Kings County",1722,0.713875598086124
36047005202,"Census Tract 52.02, Kings County, New York"," Kings County",2436,0.646249139710943
36047005300,"Census Tract 53, Kings County, New York"," Kings County",2423,0.509071504802561
36047005400,"Census Tract 54, Kings County, New York"," Kings County",3406,0.493051359516616
36047005601,"Census Tract 56.01, Kings County, New York"," Kings County",2482,0.597637248088951
36047005602,"Census Tract 56.02, Kings County, New York"," Kings County",1730,0.618015963511973
36047005800,"Census Tract 58, Kings County, New York"," Kings County",3333,0.492597577388964
36047005900,"Census Tract 59, Kings County, New York"," Kings County",1429,0.6296875
36047006000,"Census Tract 60, Kings County, New York"," Kings County",2717,0.416817359855335
36047006200,"Census Tract 62, Kings County, New York"," Kings County",2818,0.424242424242424
36047006300,"Census Tract 63, Kings County, New York"," Kings County",1952,0.466666666666667
36047006400,"Census Tract 64, Kings County, New York"," Kings County",3244,0.448979591836735
36047006500,"Census Tract 65, Kings County, New York"," Kings County",5412,0.460927705808608
36047006600,"Census Tract 66, Kings County, New York"," Kings County",3797,0.458196181698486
36047006700,"Census Tract 67, Kings County, New York"," Kings County",3799,0.352059925093633
36047006800,"Census Tract 68, Kings County, New York"," Kings County",5290,0.361066666666667
36047006900,"Census Tract 69, Kings County, New York"," Kings County",3582,0.61960542540074
36047007000,"Census Tract 70, Kings County, New York"," Kings County",2463,0.37108190091001
36047007100,"Census Tract 71, Kings County, New York"," Kings County",5002,0.245036868973341
36047007200,"Census Tract 72, Kings County, New York"," Kings County",2341,0.157977883096367
36047007400,"Census Tract 74, Kings County, New York"," Kings County",6061,0.181129476584022
36047007500,"Census Tract 75, Kings County, New York"," Kings County",4774,0.42988840368753
36047007600,"Census Tract 76, Kings County, New York"," Kings County",4775,0.307692307692308
36047007700,"Census Tract 77, Kings County, New York"," Kings County",4409,0.402562733582488
36047007800,"Census Tract 78, Kings County, New York"," Kings County",5493,0.26962676962677
36047008000,"Census Tract 80, Kings County, New York"," Kings County",4373,0.34833204034135
36047008200,"Census Tract 82, Kings County, New York"," Kings County",4148,0.335910049191848
36047008400,"Census Tract 84, Kings County, New York"," Kings County",3860,0.233962264150943
36047008500,"Census Tract 85, Kings County, New York"," Kings County",6916,0.398074369189907
36047008600,"Census Tract 86, Kings County, New York"," Kings County",0,NA
36047008800,"Census Tract 88, Kings County, New York"," Kings County",3397,0.284868977176669
36047009000,"Census Tract 90, Kings County, New York"," Kings County",3224,0.202043132803632
36047009200,"Census Tract 92, Kings County, New York"," Kings County",5407,0.233554616777308
36047009400,"Census Tract 94, Kings County, New York"," Kings County",5837,0.195266272189349
36047009600,"Census Tract 96, Kings County, New York"," Kings County",5951,0.23574144486692
36047009800,"Census Tract 98, Kings County, New York"," Kings County",8178,0.143939393939394
36047010000,"Census Tract 100, Kings County, New York"," Kings County",6312,0.168853394181403
36047010100,"Census Tract 101, Kings County, New York"," Kings County",4402,0.329575596816976
36047010200,"Census Tract 102, Kings County, New York"," Kings County",5265,0.248533724340176
36047010400,"Census Tract 104, Kings County, New York"," Kings County",5937,0.261266747868453
36047010600,"Census Tract 106, Kings County, New York"," Kings County",5747,0.139142656359803
36047010800,"Census Tract 108, Kings County, New York"," Kings County",4267,0.243716679360244
36047011000,"Census Tract 110, Kings County, New York"," Kings County",2708,0.250750750750751
36047011200,"Census Tract 112, Kings County, New York"," Kings County",6527,0.265120967741935
36047011400,"Census Tract 114, Kings County, New York"," Kings County",4500,0.291311754684838
36047011600,"Census Tract 116, Kings County, New York"," Kings County",4274,0.291869918699187
36047011700,"Census Tract 117, Kings County, New York"," Kings County",2674,0.618548387096774
36047011800,"Census Tract 118, Kings County, New York"," Kings County",2128,0.0978260869565217
36047011900,"Census Tract 119, Kings County, New York"," Kings County",1614,0.463040446304045
36047012000,"Census Tract 120, Kings County, New York"," Kings County",1255,0.208823529411765
36047012100,"Census Tract 121, Kings County, New York"," Kings County",1807,0.500669344042838
36047012200,"Census Tract 122, Kings County, New York"," Kings County",5697,0.273324572930355
36047012600,"Census Tract 126, Kings County, New York"," Kings County",2767,0.210526315789474
36047012700,"Census Tract 127, Kings County, New York"," Kings County",3929,0.495043370508055
36047012801,"Census Tract 128.01, Kings County, New York"," Kings County",2094,0.28437917222964
36047012901,"Census Tract 129.01, Kings County, New York"," Kings County",2577,0.540899795501023
36047012902,"Census Tract 129.02, Kings County, New York"," Kings County",2064,0.432624113475177
36047013000,"Census Tract 130, Kings County, New York"," Kings County",5224,0.377040547656661
36047013100,"Census Tract 131, Kings County, New York"," Kings County",4244,0.436984039625757
36047013200,"Census Tract 132, Kings County, New York"," Kings County",2397,0.292957746478873
36047013300,"Census Tract 133, Kings County, New York"," Kings County",4674,0.317434210526316
36047013400,"Census Tract 134, Kings County, New York"," Kings County",3860,0.318830727396329
36047013500,"Census Tract 135, Kings County, New York"," Kings County",3694,0.43979057591623
36047013600,"Census Tract 136, Kings County, New York"," Kings County",3813,0.389523169912693
36047013700,"Census Tract 137, Kings County, New York"," Kings County",3278,0.521770164168451
36047013800,"Census Tract 138, Kings County, New York"," Kings County",3423,0.445108289768484
36047013900,"Census Tract 139, Kings County, New York"," Kings County",3652,0.440701754385965
36047014000,"Census Tract 140, Kings County, New York"," Kings County",1843,0.448952879581152
36047014100,"Census Tract 141, Kings County, New York"," Kings County",3928,0.439839572192513
36047014200,"Census Tract 142, Kings County, New York"," Kings County",3105,0.437978560490046
36047014300,"Census Tract 143, Kings County, New York"," Kings County",3610,0.53517422748192
36047014500,"Census Tract 145, Kings County, New York"," Kings County",4424,0.590779738190097
36047014700,"Census Tract 147, Kings County, New York"," Kings County",2104,0.487179487179487
36047014800,"Census Tract 148, Kings County, New York"," Kings County",1256,0.366141732283465
36047014900,"Census Tract 149, Kings County, New York"," Kings County",5772,0.447866256049274
36047015000,"Census Tract 150, Kings County, New York"," Kings County",1642,0.271626297577855
36047015100,"Census Tract 151, Kings County, New York"," Kings County",4273,0.392569659442724
36047015200,"Census Tract 152, Kings County, New York"," Kings County",2567,0.34717416378316
36047015300,"Census Tract 153, Kings County, New York"," Kings County",2961,0.441880341880342
36047015400,"Census Tract 154, Kings County, New York"," Kings County",0,NA
36047015500,"Census Tract 155, Kings County, New York"," Kings County",3674,0.361859838274933
36047015700,"Census Tract 157, Kings County, New York"," Kings County",4289,0.499022482893451
36047015900,"Census Tract 159, Kings County, New York"," Kings County",5157,0.517049960348929
36047016000,"Census Tract 160, Kings County, New York"," Kings County",4475,0.401330376940133
36047016100,"Census Tract 161, Kings County, New York"," Kings County",3139,0.539942938659059
36047016200,"Census Tract 162, Kings County, New York"," Kings County",2560,0.452444444444444
36047016300,"Census Tract 163, Kings County, New York"," Kings County",3223,0.505559673832468
36047016400,"Census Tract 164, Kings County, New York"," Kings County",654,0.126984126984127
36047016500,"Census Tract 165, Kings County, New York"," Kings County",5706,0.483024691358025
36047016600,"Census Tract 166, Kings County, New York"," Kings County",2080,0.133233532934132
36047016700,"Census Tract 167, Kings County, New York"," Kings County",5278,0.338975082275505
36047016800,"Census Tract 168, Kings County, New York"," Kings County",1801,0.281938325991189
36047016900,"Census Tract 169, Kings County, New York"," Kings County",4779,0.455352968676952
36047017000,"Census Tract 170, Kings County, New York"," Kings County",4115,0.247126436781609
36047017100,"Census Tract 171, Kings County, New York"," Kings County",3943,0.318385650224215
36047017200,"Census Tract 172, Kings County, New York"," Kings County",4040,0.157613535173642
36047017400,"Census Tract 174, Kings County, New York"," Kings County",1908,0.163841807909605
36047017500,"Census Tract 175, Kings County, New York"," Kings County",0,NA
36047017600,"Census Tract 176, Kings County, New York"," Kings County",2322,0.353418308227115
36047017700,"Census Tract 177, Kings County, New York"," Kings County",0,NA
36047017800,"Census Tract 178, Kings County, New York"," Kings County",3226,0.225
36047017900,"Census Tract 179, Kings County, New York"," Kings County",4131,0.452891487979207
36047018000,"Census Tract 180, Kings County, New York"," Kings County",3512,0.217017208413002
36047018100,"Census Tract 181, Kings County, New York"," Kings County",3424,0.665423548215237
36047018200,"Census Tract 182, Kings County, New York"," Kings County",3600,0.251748251748252
36047018300,"Census Tract 183, Kings County, New York"," Kings County",2692,0.515246286161063
36047018400,"Census Tract 184, Kings County, New York"," Kings County",2551,0.24317617866005
36047018501,"Census Tract 185.01, Kings County, New York"," Kings County",4530,0.288325471698113
36047018600,"Census Tract 186, Kings County, New York"," Kings County",2072,0.232488822652757
36047018700,"Census Tract 187, Kings County, New York"," Kings County",1405,0.563868613138686
36047018800,"Census Tract 188, Kings County, New York"," Kings County",2879,0.207870837537841
36047019000,"Census Tract 190, Kings County, New York"," Kings County",5134,0.224806201550388
36047019100,"Census Tract 191, Kings County, New York"," Kings County",2902,0.491079812206573
36047019200,"Census Tract 192, Kings County, New York"," Kings County",3398,0.18448883666275
36047019300,"Census Tract 193, Kings County, New York"," Kings County",5761,0.661689220718619
36047019400,"Census Tract 194, Kings County, New York"," Kings County",3786,0.238382099827883
36047019500,"Census Tract 195, Kings County, New York"," Kings County",4188,0.58505298382599
36047019600,"Census Tract 196, Kings County, New York"," Kings County",5120,0.253926701570681
36047019700,"Census Tract 197, Kings County, New York"," Kings County",3508,0.45757385292269
36047019800,"Census Tract 198, Kings County, New York"," Kings County",1978,0.309880239520958
36047019900,"Census Tract 199, Kings County, New York"," Kings County",2863,0.639626704953338
36047020000,"Census Tract 200, Kings County, New York"," Kings County",2216,0.22987012987013
36047020100,"Census Tract 201, Kings County, New York"," Kings County",3886,0.566059894304169
36047020200,"Census Tract 202, Kings County, New York"," Kings County",2131,0.190402476780186
36047020300,"Census Tract 203, Kings County, New York"," Kings County",1688,0.477862595419847
36047020400,"Census Tract 204, Kings County, New York"," Kings County",1947,0.258426966292135
36047020500,"Census Tract 205, Kings County, New York"," Kings County",2747,0.597579425113464
36047020600,"Census Tract 206, Kings County, New York"," Kings County",2706,0.227218934911243
36047020700,"Census Tract 207, Kings County, New York"," Kings County",4536,0.555769230769231
36047020800,"Census Tract 208, Kings County, New York"," Kings County",3272,0.314617618586641
36047021000,"Census Tract 210, Kings County, New York"," Kings County",4946,0.218792866941015
36047021100,"Census Tract 211, Kings County, New York"," Kings County",1362,0.478827361563518
36047021200,"Census Tract 212, Kings County, New York"," Kings County",5176,0.215901302261823
36047021300,"Census Tract 213, Kings County, New York"," Kings County",4296,0.50855365474339
36047021400,"Census Tract 214, Kings County, New York"," Kings County",2437,0.186086956521739
36047021500,"Census Tract 215, Kings County, New York"," Kings County",5136,0.557555462536626
36047021600,"Census Tract 216, Kings County, New York"," Kings County",4458,0.248134328358209
36047021700,"Census Tract 217, Kings County, New York"," Kings County",3904,0.524081115335868
36047021800,"Census Tract 218, Kings County, New York"," Kings County",4389,0.119358074222668
36047021900,"Census Tract 219, Kings County, New York"," Kings County",3617,0.490870786516854
36047022000,"Census Tract 220, Kings County, New York"," Kings County",4313,0.246090534979424
36047022100,"Census Tract 221, Kings County, New York"," Kings County",4255,0.623915737298637
36047022200,"Census Tract 222, Kings County, New York"," Kings County",4524,0.225377107364685
36047022400,"Census Tract 224, Kings County, New York"," Kings County",5981,0.178931061192874
36047022600,"Census Tract 226, Kings County, New York"," Kings County",2438,0.183745583038869
36047022700,"Census Tract 227, Kings County, New York"," Kings County",3725,0.483531885073581
36047022800,"Census Tract 228, Kings County, New York"," Kings County",3367,0.170398009950249
36047022900,"Census Tract 229, Kings County, New York"," Kings County",3780,0.559139784946237
36047023000,"Census Tract 230, Kings County, New York"," Kings County",3832,0.225263157894737
36047023100,"Census Tract 231, Kings County, New York"," Kings County",3506,0.636852723604573
36047023200,"Census Tract 232, Kings County, New York"," Kings County",5753,0.169219547775346
36047023300,"Census Tract 233, Kings County, New York"," Kings County",4863,0.441701680672269
36047023400,"Census Tract 234, Kings County, New York"," Kings County",5162,0.20173535791757
36047023500,"Census Tract 235, Kings County, New York"," Kings County",4015,0.46051602814699
36047023600,"Census Tract 236, Kings County, New York"," Kings County",5693,0.221752265861027
36047023800,"Census Tract 238, Kings County, New York"," Kings County",4142,0.214450422751729
36047024000,"Census Tract 240, Kings County, New York"," Kings County",4471,0.253766851704996
36047024100,"Census Tract 241, Kings County, New York"," Kings County",2375,0.561235356762513
36047024200,"Census Tract 242, Kings County, New York"," Kings County",3052,0.169117647058824
36047024300,"Census Tract 243, Kings County, New York"," Kings County",4273,0.535816618911175
36047024400,"Census Tract 244, Kings County, New York"," Kings County",3757,0.216188524590164
36047024500,"Census Tract 245, Kings County, New York"," Kings County",3855,0.412063492063492
36047024600,"Census Tract 246, Kings County, New York"," Kings County",3195,0.156862745098039
36047024700,"Census Tract 247, Kings County, New York"," Kings County",2104,0.553911205073996
36047024800,"Census Tract 248, Kings County, New York"," Kings County",3056,0.205417607223476
36047024900,"Census Tract 249, Kings County, New York"," Kings County",3973,0.616921269095182
36047025000,"Census Tract 250, Kings County, New York"," Kings County",1527,0.254980079681275
36047025100,"Census Tract 251, Kings County, New York"," Kings County",3522,0.493562231759657
36047025200,"Census Tract 252, Kings County, New York"," Kings County",5337,0.218978102189781
36047025300,"Census Tract 253, Kings County, New York"," Kings County",2540,0.58974358974359
36047025400,"Census Tract 254, Kings County, New York"," Kings County",4256,0.190878378378378
36047025500,"Census Tract 255, Kings County, New York"," Kings County",5270,0.223626373626374
36047025600,"Census Tract 256, Kings County, New York"," Kings County",3195,0.198994974874372
36047025700,"Census Tract 257, Kings County, New York"," Kings County",2177,0.434250764525994
36047025800,"Census Tract 258, Kings County, New York"," Kings County",4225,0.276388888888889
36047025901,"Census Tract 259.01, Kings County, New York"," Kings County",1914,0.43581616481775
36047025902,"Census Tract 259.02, Kings County, New York"," Kings County",3737,0.218260869565217
36047026000,"Census Tract 260, Kings County, New York"," Kings County",3687,0.21084864391951
36047026100,"Census Tract 261, Kings County, New York"," Kings County",4987,0.518107194591985
36047026200,"Census Tract 262, Kings County, New York"," Kings County",2422,0.195372750642674
36047026300,"Census Tract 263, Kings County, New York"," Kings County",2002,0.471428571428571
36047026400,"Census Tract 264, Kings County, New York"," Kings County",4946,0.310827250608272
36047026500,"Census Tract 265, Kings County, New York"," Kings County",3558,0.475920679886686
36047026600,"Census Tract 266, Kings County, New York"," Kings County",3418,0.266606005459509
36047026700,"Census Tract 267, Kings County, New York"," Kings County",3531,0.652817302219693
36047026800,"Census Tract 268, Kings County, New York"," Kings County",3690,0.296097934200459
36047026900,"Census Tract 269, Kings County, New York"," Kings County",2685,0.372173913043478
36047027000,"Census Tract 270, Kings County, New York"," Kings County",2539,0.288248337028825
36047027100,"Census Tract 271, Kings County, New York"," Kings County",2502,0.361352657004831
36047027200,"Census Tract 272, Kings County, New York"," Kings County",3692,0.273458445040214
36047027300,"Census Tract 273, Kings County, New York"," Kings County",2649,0.504012841091493
36047027400,"Census Tract 274, Kings County, New York"," Kings County",3090,0.2699203187251
36047027500,"Census Tract 275, Kings County, New York"," Kings County",4346,0.405134627426425
36047027600,"Census Tract 276, Kings County, New York"," Kings County",4325,0.268495428096426
36047027700,"Census Tract 277, Kings County, New York"," Kings County",4975,0.367766023646546
36047027800,"Census Tract 278, Kings County, New York"," Kings County",3418,0.344139650872818
36047027900,"Census Tract 279, Kings County, New York"," Kings County",3914,0.431372549019608
36047028000,"Census Tract 280, Kings County, New York"," Kings County",1690,0.346774193548387
36047028100,"Census Tract 281, Kings County, New York"," Kings County",4882,0.372479240806643
36047028200,"Census Tract 282, Kings County, New York"," Kings County",3226,0.400813008130081
36047028300,"Census Tract 283, Kings County, New York"," Kings County",4150,0.419491525423729
36047028400,"Census Tract 284, Kings County, New York"," Kings County",3662,0.286388670338316
36047028501,"Census Tract 285.01, Kings County, New York"," Kings County",293,0.494252873563218
36047028502,"Census Tract 285.02, Kings County, New York"," Kings County",2626,0.363481228668942
36047028600,"Census Tract 286, Kings County, New York"," Kings County",4692,0.442525900345338
36047028700,"Census Tract 287, Kings County, New York"," Kings County",2774,0.43614931237721
36047028800,"Census Tract 288, Kings County, New York"," Kings County",3495,0.322934232715008
36047028900,"Census Tract 289, Kings County, New York"," Kings County",3408,0.511558538404176
36047029000,"Census Tract 290, Kings County, New York"," Kings County",4017,0.376868096166342
36047029100,"Census Tract 291, Kings County, New York"," Kings County",2843,0.498575498575499
36047029200,"Census Tract 292, Kings County, New York"," Kings County",2540,0.2348401323043
36047029300,"Census Tract 293, Kings County, New York"," Kings County",3426,0.421392677674085
36047029400,"Census Tract 294, Kings County, New York"," Kings County",2489,0.291325695581015
36047029500,"Census Tract 295, Kings County, New York"," Kings County",3803,0.465352828989193
36047029600,"Census Tract 296, Kings County, New York"," Kings County",5711,0.257905138339921
36047029700,"Census Tract 297, Kings County, New York"," Kings County",3969,0.424749163879599
36047029800,"Census Tract 298, Kings County, New York"," Kings County",3871,0.229635376260667
36047029900,"Census Tract 299, Kings County, New York"," Kings County",2663,0.265432098765432
36047030000,"Census Tract 300, Kings County, New York"," Kings County",4048,0.212418300653595
36047030100,"Census Tract 301, Kings County, New York"," Kings County",2752,0.268762677484787
36047030200,"Census Tract 302, Kings County, New York"," Kings County",4355,0.229222520107239
36047030300,"Census Tract 303, Kings County, New York"," Kings County",5018,0.27037037037037
36047030400,"Census Tract 304, Kings County, New York"," Kings County",3742,0.364562118126273
36047030500,"Census Tract 305, Kings County, New York"," Kings County",5951,0.672500972384286
36047030600,"Census Tract 306, Kings County, New York"," Kings County",2029,0.29559748427673
36047030700,"Census Tract 307, Kings County, New York"," Kings County",4304,0.407446808510638
36047030800,"Census Tract 308, Kings County, New York"," Kings County",1898,0.210013908205841
36047030900,"Census Tract 309, Kings County, New York"," Kings County",2134,0.31063829787234
36047031100,"Census Tract 311, Kings County, New York"," Kings County",2805,0.391928251121076
36047031300,"Census Tract 313, Kings County, New York"," Kings County",4242,0.604629192253188
36047031400,"Census Tract 314, Kings County, New York"," Kings County",4409,0.436018957345972
36047031500,"Census Tract 315, Kings County, New York"," Kings County",4798,0.62238074008025
36047031701,"Census Tract 317.01, Kings County, New York"," Kings County",3262,0.54093567251462
36047031702,"Census Tract 317.02, Kings County, New York"," Kings County",3857,0.520639147802929
36047031900,"Census Tract 319, Kings County, New York"," Kings County",3782,0.41123595505618
36047032100,"Census Tract 321, Kings County, New York"," Kings County",5897,0.373031496062992
36047032300,"Census Tract 323, Kings County, New York"," Kings County",3835,0.389518413597734
36047032500,"Census Tract 325, Kings County, New York"," Kings County",6446,0.401451027811366
36047032600,"Census Tract 326, Kings County, New York"," Kings County",6947,0.321888412017167
36047032700,"Census Tract 327, Kings County, New York"," Kings County",2501,0.577229299363057
36047032800,"Census Tract 328, Kings County, New York"," Kings County",2621,0.302713987473904
36047032900,"Census Tract 329, Kings County, New York"," Kings County",5783,0.414340918849292
36047033000,"Census Tract 330, Kings County, New York"," Kings County",4634,0.238479262672811
36047033100,"Census Tract 331, Kings County, New York"," Kings County",4378,0.370764119601329
36047033300,"Census Tract 333, Kings County, New York"," Kings County",4719,0.225880551301685
36047033500,"Census Tract 335, Kings County, New York"," Kings County",3115,0.28665785997358
36047033600,"Census Tract 336, Kings County, New York"," Kings County",4008,0.301552106430155
36047033700,"Census Tract 337, Kings County, New York"," Kings County",3818,0.34689178818112
36047033900,"Census Tract 339, Kings County, New York"," Kings County",4495,0.543361884368308
36047034000,"Census Tract 340, Kings County, New York"," Kings County",2166,0.379573170731707
36047034100,"Census Tract 341, Kings County, New York"," Kings County",2803,0.379770992366412
36047034200,"Census Tract 342, Kings County, New York"," Kings County",5748,0.485735735735736
36047034300,"Census Tract 343, Kings County, New York"," Kings County",5097,0.488338192419825
36047034500,"Census Tract 345, Kings County, New York"," Kings County",2899,0.384051329055912
36047034700,"Census Tract 347, Kings County, New York"," Kings County",3326,0.479041916167665
36047034800,"Census Tract 348, Kings County, New York"," Kings County",2185,0.288732394366197
36047034900,"Census Tract 349, Kings County, New York"," Kings County",5297,0.42
36047035000,"Census Tract 350, Kings County, New York"," Kings County",2806,0.448867536032944
36047035100,"Census Tract 351, Kings County, New York"," Kings County",4437,0.364303178484108
36047035200,"Census Tract 352, Kings County, New York"," Kings County",1035,0.840764331210191
36047035300,"Census Tract 353, Kings County, New York"," Kings County",5140,0.468879668049793
36047035400,"Census Tract 354, Kings County, New York"," Kings County",5373,0.387937453462398
36047035500,"Census Tract 355, Kings County, New York"," Kings County",5620,0.417745803357314
36047035601,"Census Tract 356.01, Kings County, New York"," Kings County",2592,0.488138030194105
36047035602,"Census Tract 356.02, Kings County, New York"," Kings County",4835,0.520657995409334
36047035700,"Census Tract 357, Kings County, New York"," Kings County",2499,0.414760914760915
36047035900,"Census Tract 359, Kings County, New York"," Kings County",5213,0.405810258738084
36047036001,"Census Tract 360.01, Kings County, New York"," Kings County",2899,0.510480887792848
36047036002,"Census Tract 360.02, Kings County, New York"," Kings County",3975,0.601543656536421
36047036100,"Census Tract 361, Kings County, New York"," Kings County",2375,0.543498596819457
36047036200,"Census Tract 362, Kings County, New York"," Kings County",3345,0.371332774518022
36047036300,"Census Tract 363, Kings County, New York"," Kings County",4076,0.365139949109415
36047036400,"Census Tract 364, Kings County, New York"," Kings County",2077,0.369565217391304
36047036501,"Census Tract 365.01, Kings County, New York"," Kings County",2677,0.463393626184324
36047036502,"Census Tract 365.02, Kings County, New York"," Kings County",1164,0.442542787286064
36047036600,"Census Tract 366, Kings County, New York"," Kings County",4702,0.283657307415407
36047036700,"Census Tract 367, Kings County, New York"," Kings County",1426,0.283495145631068
36047036900,"Census Tract 369, Kings County, New York"," Kings County",4839,0.362685745734728
36047037000,"Census Tract 370, Kings County, New York"," Kings County",4074,0.293655984303466
36047037100,"Census Tract 371, Kings County, New York"," Kings County",4705,0.271332105586249
36047037300,"Census Tract 373, Kings County, New York"," Kings County",4110,0.359838274932615
36047037401,"Census Tract 374.01, Kings County, New York"," Kings County",4174,0.401326699834163
36047037402,"Census Tract 374.02, Kings County, New York"," Kings County",4668,0.454816285998014
36047037500,"Census Tract 375, Kings County, New York"," Kings County",3129,0.390501319261214
36047037700,"Census Tract 377, Kings County, New York"," Kings County",4240,0.347513089005236
36047037900,"Census Tract 379, Kings County, New York"," Kings County",3537,0.371675053918045
36047038100,"Census Tract 381, Kings County, New York"," Kings County",5550,0.346619576185671
36047038200,"Census Tract 382, Kings County, New York"," Kings County",5786,0.282712511938873
36047038300,"Census Tract 383, Kings County, New York"," Kings County",4655,0.418604651162791
36047038500,"Census Tract 385, Kings County, New York"," Kings County",3364,0.529151291512915
36047038600,"Census Tract 386, Kings County, New York"," Kings County",3622,0.265
36047038700,"Census Tract 387, Kings County, New York"," Kings County",4058,0.368382886149384
36047038800,"Census Tract 388, Kings County, New York"," Kings County",4049,0.340027700831025
36047038900,"Census Tract 389, Kings County, New York"," Kings County",3249,0.438368055555556
36047039000,"Census Tract 390, Kings County, New York"," Kings County",2318,0.296954314720812
36047039100,"Census Tract 391, Kings County, New York"," Kings County",3086,0.411037107516651
36047039200,"Census Tract 392, Kings County, New York"," Kings County",2807,0.305283757338552
36047039300,"Census Tract 393, Kings County, New York"," Kings County",3444,0.486682808716707
36047039400,"Census Tract 394, Kings County, New York"," Kings County",2480,0.283582089552239
36047039500,"Census Tract 395, Kings County, New York"," Kings County",3789,0.448364888123924
36047039600,"Census Tract 396, Kings County, New York"," Kings County",2090,0.275035260930889
36047039700,"Census Tract 397, Kings County, New York"," Kings County",3261,0.420217209690894
36047039800,"Census Tract 398, Kings County, New York"," Kings County",2859,0.231386025200458
36047039900,"Census Tract 399, Kings County, New York"," Kings County",3384,0.458333333333333
36047040000,"Census Tract 400, Kings County, New York"," Kings County",3429,0.257602862254025
36047040100,"Census Tract 401, Kings County, New York"," Kings County",3356,0.476724137931034
36047040200,"Census Tract 402, Kings County, New York"," Kings County",2683,0.224061810154525
36047040300,"Census Tract 403, Kings County, New York"," Kings County",3724,0.407378939277479
36047040400,"Census Tract 404, Kings County, New York"," Kings County",2451,0.269323671497585
36047040500,"Census Tract 405, Kings County, New York"," Kings County",1539,0.385474860335196
36047040600,"Census Tract 406, Kings County, New York"," Kings County",3335,0.239583333333333
36047040700,"Census Tract 407, Kings County, New York"," Kings County",0,NA
36047040800,"Census Tract 408, Kings County, New York"," Kings County",3304,0.292145593869732
36047040900,"Census Tract 409, Kings County, New York"," Kings County",3738,0.309409888357257
36047041000,"Census Tract 410, Kings County, New York"," Kings County",1854,0.242165242165242
36047041100,"Census Tract 411, Kings County, New York"," Kings County",3387,0.336860670194004
36047041200,"Census Tract 412, Kings County, New York"," Kings County",2835,0.257936507936508
36047041300,"Census Tract 413, Kings County, New York"," Kings County",4365,0.357039187227866
36047041401,"Census Tract 414.01, Kings County, New York"," Kings County",1480,0.330170777988615
36047041402,"Census Tract 414.02, Kings County, New York"," Kings County",1611,0.386398763523957
36047041500,"Census Tract 415, Kings County, New York"," Kings County",4478,0.154346060113729
36047041600,"Census Tract 416, Kings County, New York"," Kings County",2644,0.162310866574966
36047041700,"Census Tract 417, Kings County, New York"," Kings County",3158,0.381960784313725
36047041800,"Census Tract 418, Kings County, New York"," Kings County",2314,0.32620320855615
36047041900,"Census Tract 419, Kings County, New York"," Kings County",4030,0.304878048780488
36047042000,"Census Tract 420, Kings County, New York"," Kings County",1894,0.235067437379576
36047042100,"Census Tract 421, Kings County, New York"," Kings County",4016,0.414746543778802
36047042200,"Census Tract 422, Kings County, New York"," Kings County",3474,0.24860853432282
36047042300,"Census Tract 423, Kings County, New York"," Kings County",4986,0.412167300380228
