"GEOID","census_tract","borough","total_population","non_family"
36047042400,"Census Tract 424, Kings County, New York"," Kings County",3432,0.28876582278481
36047042500,"Census Tract 425, Kings County, New York"," Kings County",2906,0.461761858664085
36047042600,"Census Tract 426, Kings County, New York"," Kings County",4408,0.233536999321113
36047042700,"Census Tract 427, Kings County, New York"," Kings County",5609,0.432983682983683
36047042800,"Census Tract 428, Kings County, New York"," Kings County",3760,0.302613480055021
36047042900,"Census Tract 429, Kings County, New York"," Kings County",5743,0.334844192634561
36047043000,"Census Tract 430, Kings County, New York"," Kings County",3394,0.369649805447471
36047043100,"Census Tract 431, Kings County, New York"," Kings County",5655,0.361175115207373
36047043200,"Census Tract 432, Kings County, New York"," Kings County",4790,0.213073538654934
36047043300,"Census Tract 433, Kings County, New York"," Kings County",4601,0.311743772241993
36047043400,"Census Tract 434, Kings County, New York"," Kings County",3368,0.320707070707071
36047043500,"Census Tract 435, Kings County, New York"," Kings County",5156,0.263743910925539
36047043600,"Census Tract 436, Kings County, New York"," Kings County",4823,0.195167286245353
36047043700,"Census Tract 437, Kings County, New York"," Kings County",6122,0.31812865497076
36047043800,"Census Tract 438, Kings County, New York"," Kings County",2632,0.32762312633833
36047043900,"Census Tract 439, Kings County, New York"," Kings County",4155,0.254250386398764
36047044000,"Census Tract 440, Kings County, New York"," Kings County",2943,0.27292576419214
36047044100,"Census Tract 441, Kings County, New York"," Kings County",6156,0.298813376483279
36047044200,"Census Tract 442, Kings County, New York"," Kings County",2743,0.215527230590962
36047044300,"Census Tract 443, Kings County, New York"," Kings County",5378,0.391399020141535
36047044400,"Census Tract 444, Kings County, New York"," Kings County",3409,0.345329905741217
36047044500,"Census Tract 445, Kings County, New York"," Kings County",4963,0.394785847299814
36047044600,"Census Tract 446, Kings County, New York"," Kings County",2021,0.214182344428365
36047044700,"Census Tract 447, Kings County, New York"," Kings County",2480,0.528373266078184
36047044800,"Census Tract 448, Kings County, New York"," Kings County",1924,0.452830188679245
36047044900,"Census Tract 449, Kings County, New York"," Kings County",3465,0.340160284951024
36047045000,"Census Tract 450, Kings County, New York"," Kings County",498,0.297709923664122
36047045200,"Census Tract 452, Kings County, New York"," Kings County",2638,0.22680412371134
36047045300,"Census Tract 453, Kings County, New York"," Kings County",2262,0.537124802527646
36047045400,"Census Tract 454, Kings County, New York"," Kings County",1896,0.268092105263158
36047045600,"Census Tract 456, Kings County, New York"," Kings County",2562,0.20320197044335
36047045800,"Census Tract 458, Kings County, New York"," Kings County",1651,0.269581056466302
36047046000,"Census Tract 460, Kings County, New York"," Kings County",4028,0.336546184738956
36047046201,"Census Tract 462.01, Kings County, New York"," Kings County",2685,0.491509433962264
36047046202,"Census Tract 462.02, Kings County, New York"," Kings County",2191,0.167774086378738
36047046400,"Census Tract 464, Kings County, New York"," Kings County",2710,0.198170731707317
36047046800,"Census Tract 468, Kings County, New York"," Kings County",2326,0.196190476190476
36047047000,"Census Tract 470, Kings County, New York"," Kings County",2806,0.182841068917018
36047047200,"Census Tract 472, Kings County, New York"," Kings County",2931,0.169398907103825
36047047400,"Census Tract 474, Kings County, New York"," Kings County",2929,0.126564673157163
36047047600,"Census Tract 476, Kings County, New York"," Kings County",3958,0.216367713004484
36047047700,"Census Tract 477, Kings County, New York"," Kings County",3760,0.552238805970149
36047047800,"Census Tract 478, Kings County, New York"," Kings County",4320,0.27797513321492
36047048000,"Census Tract 480, Kings County, New York"," Kings County",3623,0.291828793774319
36047048100,"Census Tract 481, Kings County, New York"," Kings County",3092,0.625735294117647
36047048200,"Census Tract 482, Kings County, New York"," Kings County",5688,0.355769230769231
36047048400,"Census Tract 484, Kings County, New York"," Kings County",6210,0.248009797917942
36047048500,"Census Tract 485, Kings County, New York"," Kings County",3034,0.606438213914849
36047048600,"Census Tract 486, Kings County, New York"," Kings County",3355,0.248087431693989
36047048800,"Census Tract 488, Kings County, New York"," Kings County",3961,0.303779069767442
36047048900,"Census Tract 489, Kings County, New York"," Kings County",3829,0.375248180013236
36047049000,"Census Tract 490, Kings County, New York"," Kings County",6156,0.335002503755633
36047049100,"Census Tract 491, Kings County, New York"," Kings County",6017,0.381832481321274
36047049200,"Census Tract 492, Kings County, New York"," Kings County",3637,0.362989323843416
36047049300,"Census Tract 493, Kings County, New York"," Kings County",7398,0.540087010565569
36047049400,"Census Tract 494, Kings County, New York"," Kings County",5574,0.438940657184895
36047049500,"Census Tract 495, Kings County, New York"," Kings County",2702,0.57345971563981
36047049600,"Census Tract 496, Kings County, New York"," Kings County",3933,0.381646030589949
36047049700,"Census Tract 497, Kings County, New York"," Kings County",2776,0.749489448604493
36047049800,"Census Tract 498, Kings County, New York"," Kings County",4535,0.383512544802867
36047049900,"Census Tract 499, Kings County, New York"," Kings County",1728,0.549819927971189
36047050000,"Census Tract 500, Kings County, New York"," Kings County",3684,0.473393227366966
36047050100,"Census Tract 501, Kings County, New York"," Kings County",2962,0.588235294117647
36047050202,"Census Tract 502.02, Kings County, New York"," Kings County",2405,0.485533453887884
36047050300,"Census Tract 503, Kings County, New York"," Kings County",2431,0.729528535980149
36047050400,"Census Tract 504, Kings County, New York"," Kings County",4824,0.385807096451774
36047050500,"Census Tract 505, Kings County, New York"," Kings County",4289,0.482670744138634
36047050600,"Census Tract 506, Kings County, New York"," Kings County",5740,0.362014690451207
36047050700,"Census Tract 507, Kings County, New York"," Kings County",2417,0.163306451612903
36047050801,"Census Tract 508.01, Kings County, New York"," Kings County",3948,0.303284950343774
36047050803,"Census Tract 508.03, Kings County, New York"," Kings County",2111,0.476027397260274
36047050804,"Census Tract 508.04, Kings County, New York"," Kings County",5782,0.524960380348653
36047050900,"Census Tract 509, Kings County, New York"," Kings County",4104,0.0534351145038168
36047051001,"Census Tract 510.01, Kings County, New York"," Kings County",4274,0.313685636856369
36047051002,"Census Tract 510.02, Kings County, New York"," Kings County",5028,0.294117647058824
36047051100,"Census Tract 511, Kings County, New York"," Kings County",3798,0.566686080372743
36047051200,"Census Tract 512, Kings County, New York"," Kings County",6103,0.435371358227329
36047051300,"Census Tract 513, Kings County, New York"," Kings County",4458,0.585218702865762
36047051400,"Census Tract 514, Kings County, New York"," Kings County",7261,0.412213740458015
36047051500,"Census Tract 515, Kings County, New York"," Kings County",1367,0.664429530201342
36047051601,"Census Tract 516.01, Kings County, New York"," Kings County",5186,0.389003083247688
36047051602,"Census Tract 516.02, Kings County, New York"," Kings County",3819,0.371681415929204
36047051700,"Census Tract 517, Kings County, New York"," Kings County",1998,0.701286764705882
36047051800,"Census Tract 518, Kings County, New York"," Kings County",3481,0.341516245487365
36047051900,"Census Tract 519, Kings County, New York"," Kings County",4299,0.652753108348135
36047052000,"Census Tract 520, Kings County, New York"," Kings County",4566,0.280166435506241
36047052300,"Census Tract 523, Kings County, New York"," Kings County",5670,0.546222034613761
36047052500,"Census Tract 525, Kings County, New York"," Kings County",3338,0.343965517241379
36047052600,"Census Tract 526, Kings County, New York"," Kings County",4712,0.390616167326173
36047052700,"Census Tract 527, Kings County, New York"," Kings County",6705,0.470810583788324
36047052800,"Census Tract 528, Kings County, New York"," Kings County",1843,0.284603421461897
36047052900,"Census Tract 529, Kings County, New York"," Kings County",3994,0.129032258064516
36047053000,"Census Tract 530, Kings County, New York"," Kings County",3619,0.361552028218695
36047053100,"Census Tract 531, Kings County, New York"," Kings County",8924,0.1250751653638
36047053200,"Census Tract 532, Kings County, New York"," Kings County",2539,0.406688241639698
36047053300,"Census Tract 533, Kings County, New York"," Kings County",6905,0.140643623361144
36047053400,"Census Tract 534, Kings County, New York"," Kings County",4227,0.35027365129007
36047053500,"Census Tract 535, Kings County, New York"," Kings County",4326,0.140382862351869
36047053700,"Census Tract 537, Kings County, New York"," Kings County",3392,0.113505747126437
36047053800,"Census Tract 538, Kings County, New York"," Kings County",4265,0.48960396039604
36047053900,"Census Tract 539, Kings County, New York"," Kings County",2638,0.155907429963459
36047054200,"Census Tract 542, Kings County, New York"," Kings County",4719,0.313812858052196
36047054300,"Census Tract 543, Kings County, New York"," Kings County",382,0.428571428571429
36047054400,"Census Tract 544, Kings County, New York"," Kings County",2918,0.375513557929334
36047054500,"Census Tract 545, Kings County, New York"," Kings County",7169,0.325290822921155
36047054600,"Census Tract 546, Kings County, New York"," Kings County",4457,0.457889125799574
36047054700,"Census Tract 547, Kings County, New York"," Kings County",5071,0.443384223918575
36047054800,"Census Tract 548, Kings County, New York"," Kings County",2193,0.3046875
36047054900,"Census Tract 549, Kings County, New York"," Kings County",3480,0.515555555555556
36047055000,"Census Tract 550, Kings County, New York"," Kings County",3744,0.337883959044369
36047055100,"Census Tract 551, Kings County, New York"," Kings County",6138,0.531786941580756
36047055200,"Census Tract 552, Kings County, New York"," Kings County",3179,0.369833212472806
36047055300,"Census Tract 553, Kings County, New York"," Kings County",2899,0.621678321678322
36047055400,"Census Tract 554, Kings County, New York"," Kings County",4028,0.332247557003257
36047055500,"Census Tract 555, Kings County, New York"," Kings County",5178,0.578088578088578
36047055600,"Census Tract 556, Kings County, New York"," Kings County",3591,0.262989608313349
36047055700,"Census Tract 557, Kings County, New York"," Kings County",2384,0.619932432432432
36047055800,"Census Tract 558, Kings County, New York"," Kings County",2244,0.303754266211604
36047056000,"Census Tract 560, Kings County, New York"," Kings County",3681,0.327983251919051
36047056100,"Census Tract 561, Kings County, New York"," Kings County",3003,0.629228687415426
36047056200,"Census Tract 562, Kings County, New York"," Kings County",1519,0.193784277879342
36047056300,"Census Tract 563, Kings County, New York"," Kings County",4519,0.663768115942029
36047056400,"Census Tract 564, Kings County, New York"," Kings County",2545,0.284968684759916
