"GEOID","census_tract","borough","total_population","disability"
36005046000,"Census Tract 460, Bronx County, New York"," Bronx County",2849,0.159611650485437
36005046201,"Census Tract 462.01, Bronx County, New York"," Bronx County",28926,0.191234347048301
36005046202,"Census Tract 462.02, Bronx County, New York"," Bronx County",9409,0.110207873649983
36005048400,"Census Tract 484, Bronx County, New York"," Bronx County",4377,0.129276693455798
36005050400,"Census Tract 504, Bronx County, New York"," Bronx County",63,0.111111111111111
36005051600,"Census Tract 516, Bronx County, New York"," Bronx County",4439,0.133138094165353
36081000100,"Census Tract 1, Queens County, New York"," Queens County",6403,0.0668436670310792
36081000200,"Census Tract 2, Queens County, New York"," Queens County",3364,0.0802615933412604
36081000400,"Census Tract 4, Queens County, New York"," Queens County",4559,0.0892739635885063
36081000600,"Census Tract 6, Queens County, New York"," Queens County",3807,0.0950879957972156
36081000700,"Census Tract 7, Queens County, New York"," Queens County",5815,0.047463456577816
36081000800,"Census Tract 8, Queens County, New York"," Queens County",3543,0.0556025966694891
36081001000,"Census Tract 10, Queens County, New York"," Queens County",3884,0.13259526261586
36081001200,"Census Tract 12, Queens County, New York"," Queens County",4998,0.0986394557823129
36081001400,"Census Tract 14, Queens County, New York"," Queens County",3781,0.136736313144671
36081001600,"Census Tract 16, Queens County, New York"," Queens County",3244,0.100493218249075
36081001800,"Census Tract 18, Queens County, New York"," Queens County",3443,0.111821086261981
36081001900,"Census Tract 19, Queens County, New York"," Queens County",1655,0.0211480362537764
36081002000,"Census Tract 20, Queens County, New York"," Queens County",1950,0.0815384615384615
36081002200,"Census Tract 22, Queens County, New York"," Queens County",2178,0.0996326905417814
36081002400,"Census Tract 24, Queens County, New York"," Queens County",2278,0.101404741000878
36081002500,"Census Tract 25, Queens County, New York"," Queens County",6392,0.149092615769712
36081002600,"Census Tract 26, Queens County, New York"," Queens County",2467,0.0948520470206729
36081002800,"Census Tract 28, Queens County, New York"," Queens County",2971,0.0898687310669808
36081003000,"Census Tract 30, Queens County, New York"," Queens County",1587,0.0737240075614367
36081003100,"Census Tract 31, Queens County, New York"," Queens County",1058,0.0340264650283554
36081003200,"Census Tract 32, Queens County, New York"," Queens County",1613,0.0936143831370118
36081003300,"Census Tract 33, Queens County, New York"," Queens County",2806,0.0519899605593403
36081003400,"Census Tract 34, Queens County, New York"," Queens County",2389,0.110925073252407
36081003600,"Census Tract 36, Queens County, New York"," Queens County",3724,0.0964017185821697
36081003700,"Census Tract 37, Queens County, New York"," Queens County",0,NA
36081003800,"Census Tract 38, Queens County, New York"," Queens County",2521,0.1194743130227
36081003900,"Census Tract 39, Queens County, New York"," Queens County",1646,0.0874848116646416
36081004001,"Census Tract 40.01, Queens County, New York"," Queens County",2228,0.141831238779174
36081004002,"Census Tract 40.02, Queens County, New York"," Queens County",1551,0.0741457124435848
36081004200,"Census Tract 42, Queens County, New York"," Queens County",4801,0.118100395750885
36081004300,"Census Tract 43, Queens County, New York"," Queens County",2418,0.185690653432589
36081004401,"Census Tract 44.01, Queens County, New York"," Queens County",3716,0.0974165769644779
36081004500,"Census Tract 45, Queens County, New York"," Queens County",3533,0.168695159920747
36081004700,"Census Tract 47, Queens County, New York"," Queens County",4011,0.135377711293942
36081005000,"Census Tract 50, Queens County, New York"," Queens County",37,0
36081005100,"Census Tract 51, Queens County, New York"," Queens County",2194,0.0911577028258888
36081005200,"Census Tract 52, Queens County, New York"," Queens County",2746,0.0968681718863802
36081005300,"Census Tract 53, Queens County, New York"," Queens County",4043,0.0519416275043285
36081005400,"Census Tract 54, Queens County, New York"," Queens County",5630,0.124156305506217
36081005500,"Census Tract 55, Queens County, New York"," Queens County",943,0.080593849416755
36081005700,"Census Tract 57, Queens County, New York"," Queens County",4315,0.0704519119351101
36081005800,"Census Tract 58, Queens County, New York"," Queens County",5785,0.121694036300778
36081005900,"Census Tract 59, Queens County, New York"," Queens County",4174,0.0848107331097269
36081006100,"Census Tract 61, Queens County, New York"," Queens County",5980,0.120066889632107
36081006201,"Census Tract 62.01, Queens County, New York"," Queens County",5996,0.127918612408272
36081006202,"Census Tract 62.02, Queens County, New York"," Queens County",7378,0.104093250203307
36081006300,"Census Tract 63, Queens County, New York"," Queens County",5434,0.069746043430254
36081006501,"Census Tract 65.01, Queens County, New York"," Queens County",3550,0.051830985915493
36081006502,"Census Tract 65.02, Queens County, New York"," Queens County",3845,0.0257477243172952
36081006900,"Census Tract 69, Queens County, New York"," Queens County",4649,0.0958056383222553
36081007100,"Census Tract 71, Queens County, New York"," Queens County",3825,0.0687581699346405
36081007300,"Census Tract 73, Queens County, New York"," Queens County",4365,0.0554410080183276
36081007500,"Census Tract 75, Queens County, New York"," Queens County",4325,0.13757225433526
36081007700,"Census Tract 77, Queens County, New York"," Queens County",1446,0.0601659751037344
36081007900,"Census Tract 79, Queens County, New York"," Queens County",3425,0.0683211678832117
36081008100,"Census Tract 81, Queens County, New York"," Queens County",1213,0.042358803986711
36081008300,"Census Tract 83, Queens County, New York"," Queens County",3527,0.0626594839807202
36081008500,"Census Tract 85, Queens County, New York"," Queens County",1138,0.0609540636042403
36081008600,"Census Tract 86, Queens County, New York"," Queens County",2849,0.0835380835380835
36081008700,"Census Tract 87, Queens County, New York"," Queens County",5107,0.18269042490699
36081008800,"Census Tract 88, Queens County, New York"," Queens County",3928,0.110488798370672
36081009100,"Census Tract 91, Queens County, New York"," Queens County",2863,0.113866573524275
36081009400,"Census Tract 94, Queens County, New York"," Queens County",2962,0.12255232950709
36081009500,"Census Tract 95, Queens County, New York"," Queens County",2755,0.107803992740472
36081009600,"Census Tract 96, Queens County, New York"," Queens County",4079,0.100024515812699
36081009700,"Census Tract 97, Queens County, New York"," Queens County",3410,0.0590318772136954
36081009800,"Census Tract 98, Queens County, New York"," Queens County",2818,0.088360539389638
36081009900,"Census Tract 99, Queens County, New York"," Queens County",0,NA
36081010000,"Census Tract 100, Queens County, New York"," Queens County",3833,0.0824419514740412
36081010100,"Census Tract 101, Queens County, New York"," Queens County",2501,0.127548980407837
36081010200,"Census Tract 102, Queens County, New York"," Queens County",3164,0.112199747155499
36081010300,"Census Tract 103, Queens County, New York"," Queens County",3812,0.0952256033578174
36081010400,"Census Tract 104, Queens County, New York"," Queens County",3442,0.068274259151656
36081010500,"Census Tract 105, Queens County, New York"," Queens County",4115,0.124422843256379
36081010600,"Census Tract 106, Queens County, New York"," Queens County",3741,0.0716385993049987
36081010701,"Census Tract 107.01, Queens County, New York"," Queens County",0,NA
36081010800,"Census Tract 108, Queens County, New York"," Queens County",3530,0.0405099150141643
36081011000,"Census Tract 110, Queens County, New York"," Queens County",3586,0.0810508664058133
36081011100,"Census Tract 111, Queens County, New York"," Queens County",3440,0.0590116279069767
36081011200,"Census Tract 112, Queens County, New York"," Queens County",2168,0.20947515095216
36081011300,"Census Tract 113, Queens County, New York"," Queens County",4229,0.0740127689761173
36081011400,"Census Tract 114, Queens County, New York"," Queens County",1050,0.0657142857142857
36081011500,"Census Tract 115, Queens County, New York"," Queens County",2356,0.0772495755517827
36081011600,"Census Tract 116, Queens County, New York"," Queens County",2309,0.0801212646167172
36081011700,"Census Tract 117, Queens County, New York"," Queens County",3706,0.0793308148947652
36081011800,"Census Tract 118, Queens County, New York"," Queens County",2766,0.0632682574114244
36081011900,"Census Tract 119, Queens County, New York"," Queens County",1674,0.106929510155317
36081012000,"Census Tract 120, Queens County, New York"," Queens County",2467,0.0782326712606405
36081012100,"Census Tract 121, Queens County, New York"," Queens County",2247,0.0609701824655096
36081012200,"Census Tract 122, Queens County, New York"," Queens County",3632,0.0966409691629956
36081012301,"Census Tract 123.01, Queens County, New York"," Queens County",2670,0.0823970037453183
36081012400,"Census Tract 124, Queens County, New York"," Queens County",3118,0.106799230275818
36081012500,"Census Tract 125, Queens County, New York"," Queens County",1829,0.112083105522143
36081012601,"Census Tract 126.01, Queens County, New York"," Queens County",2728,0.083732939874585
36081012602,"Census Tract 126.02, Queens County, New York"," Queens County",2666,0.0660165041260315
36081012800,"Census Tract 128, Queens County, New York"," Queens County",2245,0.070504239178938
36081013000,"Census Tract 130, Queens County, New York"," Queens County",1645,0.0972644376899696
36081013200,"Census Tract 132, Queens County, New York"," Queens County",2329,0.0575354229282954
36081013400,"Census Tract 134, Queens County, New York"," Queens County",5920,0.0954391891891892
36081013500,"Census Tract 135, Queens County, New York"," Queens County",1696,0.097877358490566
36081013600,"Census Tract 136, Queens County, New York"," Queens County",2063,0.0591371788657295
36081013700,"Census Tract 137, Queens County, New York"," Queens County",1789,0.058133035215204
36081013800,"Census Tract 138, Queens County, New York"," Queens County",3600,0.0861111111111111
36081014000,"Census Tract 140, Queens County, New York"," Queens County",3733,0.0600053576212162
36081014100,"Census Tract 141, Queens County, New York"," Queens County",1729,0.0757663389242337
36081014201,"Census Tract 142.01, Queens County, New York"," Queens County",4452,0.116352201257862
36081014202,"Census Tract 142.02, Queens County, New York"," Queens County",2749,0.132889063112505
36081014300,"Census Tract 143, Queens County, New York"," Queens County",4057,0.0544737490756717
36081014400,"Census Tract 144, Queens County, New York"," Queens County",2033,0.112641416625676
36081014500,"Census Tract 145, Queens County, New York"," Queens County",2313,0.103329009943796
36081014700,"Census Tract 147, Queens County, New York"," Queens County",3367,0.100683100683101
36081014800,"Census Tract 148, Queens County, New York"," Queens County",2200,0.0854545454545454
36081014900,"Census Tract 149, Queens County, New York"," Queens County",2430,0.0839506172839506
36081015000,"Census Tract 150, Queens County, New York"," Queens County",2895,0.0677029360967185
36081015100,"Census Tract 151, Queens County, New York"," Queens County",2717,0.119985277880015
36081015200,"Census Tract 152, Queens County, New York"," Queens County",2808,0.0997150997150997
36081015300,"Census Tract 153, Queens County, New York"," Queens County",2159,0.0620657711903659
36081015400,"Census Tract 154, Queens County, New York"," Queens County",2524,0.0625990491283677
36081015500,"Census Tract 155, Queens County, New York"," Queens County",2336,0.0740582191780822
36081015600,"Census Tract 156, Queens County, New York"," Queens County",3104,0.0657216494845361
36081015700,"Census Tract 157, Queens County, New York"," Queens County",1457,0.0864790665751544
36081015801,"Census Tract 158.01, Queens County, New York"," Queens County",3564,0.111952861952862
36081015802,"Census Tract 158.02, Queens County, New York"," Queens County",4679,0.0933960247916221
36081015900,"Census Tract 159, Queens County, New York"," Queens County",3964,0.0986377396569122
36081016100,"Census Tract 161, Queens County, New York"," Queens County",2606,0.0825019186492709
36081016300,"Census Tract 163, Queens County, New York"," Queens County",3788,0.182946145723337
36081016400,"Census Tract 164, Queens County, New York"," Queens County",3691,0.0654891304347826
36081016600,"Census Tract 166, Queens County, New York"," Queens County",3409,0.0783274440518257
36081016800,"Census Tract 168, Queens County, New York"," Queens County",3413,0.0890711983592148
36081016900,"Census Tract 169, Queens County, New York"," Queens County",5561,0.0609602589462327
36081017000,"Census Tract 170, Queens County, New York"," Queens County",2339,0.0914920906370244
36081017100,"Census Tract 171, Queens County, New York"," Queens County",0,NA
36081017200,"Census Tract 172, Queens County, New York"," Queens County",2355,0.0874734607218684
36081017400,"Census Tract 174, Queens County, New York"," Queens County",2867,0.0920823160097663
36081017600,"Census Tract 176, Queens County, New York"," Queens County",2498,0.0660528422738191
36081017800,"Census Tract 178, Queens County, New York"," Queens County",2242,0.114629794826048
