"GEOID","census_tract","borough","total_population","disability"
36081157101,"Census Tract 1571.01, Queens County, New York"," Queens County",7859,0.090469525384909
36081157102,"Census Tract 1571.02, Queens County, New York"," Queens County",2065,0.0736077481840194
36081157901,"Census Tract 1579.01, Queens County, New York"," Queens County",4994,0.110732879455346
36081157902,"Census Tract 1579.02, Queens County, New York"," Queens County",3809,0.105894905308082
36081157903,"Census Tract 1579.03, Queens County, New York"," Queens County",3852,0.157580477673936
36081161700,"Census Tract 1617, Queens County, New York"," Queens County",4911,0.117287721441662
36081162100,"Census Tract 1621, Queens County, New York"," Queens County",7167,0.065717873587275
36081990100,"Census Tract 9901, Queens County, New York"," Queens County",0,NA
36047000100,"Census Tract 1, Kings County, New York"," Kings County",4304,0.118262081784387
36047000200,"Census Tract 2, Kings County, New York"," Kings County",1868,0.088865096359743
36047000301,"Census Tract 3.01, Kings County, New York"," Kings County",3985,0.111166875784191
36047000501,"Census Tract 5.01, Kings County, New York"," Kings County",4759,0.0848917839882328
36047000502,"Census Tract 5.02, Kings County, New York"," Kings County",2600,0.0823076923076923
36047000700,"Census Tract 7, Kings County, New York"," Kings County",4029,0.0327624720774386
36047000900,"Census Tract 9, Kings County, New York"," Kings County",4162,0.0634310427679
36047001100,"Census Tract 11, Kings County, New York"," Kings County",967,0.0175801447776629
36047001300,"Census Tract 13, Kings County, New York"," Kings County",2562,0.0433255269320843
36047001500,"Census Tract 15, Kings County, New York"," Kings County",5962,0.122609862462261
36047001800,"Census Tract 18, Kings County, New York"," Kings County",2075,NA
36047002000,"Census Tract 20, Kings County, New York"," Kings County",1368,0.070906432748538
36047002100,"Census Tract 21, Kings County, New York"," Kings County",4295,0.030267753201397
36047002200,"Census Tract 22, Kings County, New York"," Kings County",4902,0.137988710014635
36047002300,"Census Tract 23, Kings County, New York"," Kings County",4342,0.228696453247351
36047002901,"Census Tract 29.01, Kings County, New York"," Kings County",3532,0.174971687429219
36047003000,"Census Tract 30, Kings County, New York"," Kings County",1841,0.068984247691472
36047003100,"Census Tract 31, Kings County, New York"," Kings County",2837,0.121287128712871
36047003300,"Census Tract 33, Kings County, New York"," Kings County",3157,0.0810896420652518
36047003400,"Census Tract 34, Kings County, New York"," Kings County",3038,0.0872438863185724
36047003500,"Census Tract 35, Kings County, New York"," Kings County",1550,0.141290322580645
36047003600,"Census Tract 36, Kings County, New York"," Kings County",4457,0.107471393313888
36047003700,"Census Tract 37, Kings County, New York"," Kings County",1087,0.0487580496780129
36047003800,"Census Tract 38, Kings County, New York"," Kings County",1555,0.0546623794212219
36047003900,"Census Tract 39, Kings County, New York"," Kings County",2455,0.0680244399185336
36047004100,"Census Tract 41, Kings County, New York"," Kings County",3540,0.0860866929372537
36047004300,"Census Tract 43, Kings County, New York"," Kings County",3191,0.0721941992433796
36047004400,"Census Tract 44, Kings County, New York"," Kings County",2420,0.109917355371901
36047004500,"Census Tract 45, Kings County, New York"," Kings County",3318,0.0641952983725136
36047004600,"Census Tract 46, Kings County, New York"," Kings County",1420,0.0894366197183099
36047004700,"Census Tract 47, Kings County, New York"," Kings County",1889,0.080995235574378
36047004900,"Census Tract 49, Kings County, New York"," Kings County",2520,0.0649784997611085
36047005000,"Census Tract 50, Kings County, New York"," Kings County",2510,0.0904382470119522
36047005100,"Census Tract 51, Kings County, New York"," Kings County",2143,0.0737284181054596
36047005201,"Census Tract 52.01, Kings County, New York"," Kings County",1722,0.233449477351916
36047005202,"Census Tract 52.02, Kings County, New York"," Kings County",2436,0.0977011494252874
36047005300,"Census Tract 53, Kings County, New York"," Kings County",2423,0.094098225340487
36047005400,"Census Tract 54, Kings County, New York"," Kings County",3406,0.108593290170689
36047005601,"Census Tract 56.01, Kings County, New York"," Kings County",2482,0.105962933118453
36047005602,"Census Tract 56.02, Kings County, New York"," Kings County",1730,0.146242774566474
36047005800,"Census Tract 58, Kings County, New York"," Kings County",3333,0.0837083708370837
36047005900,"Census Tract 59, Kings County, New York"," Kings County",1429,0.0846745976207138
36047006000,"Census Tract 60, Kings County, New York"," Kings County",2717,0.0721383879278616
36047006200,"Census Tract 62, Kings County, New York"," Kings County",2818,0.0900035574528637
36047006300,"Census Tract 63, Kings County, New York"," Kings County",1952,0.0863309352517986
36047006400,"Census Tract 64, Kings County, New York"," Kings County",3244,0.1365598027127
36047006500,"Census Tract 65, Kings County, New York"," Kings County",5412,0.0853658536585366
36047006600,"Census Tract 66, Kings County, New York"," Kings County",3797,0.153542270213326
36047006700,"Census Tract 67, Kings County, New York"," Kings County",3799,0.0426428007370361
36047006800,"Census Tract 68, Kings County, New York"," Kings County",5290,0.0839492135683153
36047006900,"Census Tract 69, Kings County, New York"," Kings County",3582,0.0549972082635399
36047007000,"Census Tract 70, Kings County, New York"," Kings County",2463,0.11855460820138
36047007100,"Census Tract 71, Kings County, New York"," Kings County",5002,0.255097960815674
36047007200,"Census Tract 72, Kings County, New York"," Kings County",2341,0.0743272105937633
36047007400,"Census Tract 74, Kings County, New York"," Kings County",6061,0.0877047823928512
36047007500,"Census Tract 75, Kings County, New York"," Kings County",4774,0.0393799748638458
36047007600,"Census Tract 76, Kings County, New York"," Kings County",4775,0.0808376963350785
36047007700,"Census Tract 77, Kings County, New York"," Kings County",4409,0.0646405080517124
36047007800,"Census Tract 78, Kings County, New York"," Kings County",5493,0.0950300382304752
36047008000,"Census Tract 80, Kings County, New York"," Kings County",4373,0.0617425108621084
36047008200,"Census Tract 82, Kings County, New York"," Kings County",4148,0.100771456123433
36047008400,"Census Tract 84, Kings County, New York"," Kings County",3860,0.108031088082902
36047008500,"Census Tract 85, Kings County, New York"," Kings County",6916,0.290052053209948
36047008600,"Census Tract 86, Kings County, New York"," Kings County",0,NA
36047008800,"Census Tract 88, Kings County, New York"," Kings County",3397,0.075360612304975
36047009000,"Census Tract 90, Kings County, New York"," Kings County",3224,0.0580024813895782
36047009200,"Census Tract 92, Kings County, New York"," Kings County",5407,0.0835649434871225
36047009400,"Census Tract 94, Kings County, New York"," Kings County",5837,0.0669864656501628
36047009600,"Census Tract 96, Kings County, New York"," Kings County",5951,0.0942698706099815
36047009800,"Census Tract 98, Kings County, New York"," Kings County",8178,0.0420640743458058
36047010000,"Census Tract 100, Kings County, New York"," Kings County",6312,0.0636003172085646
36047010100,"Census Tract 101, Kings County, New York"," Kings County",4402,0.0786006360745116
36047010200,"Census Tract 102, Kings County, New York"," Kings County",5265,0.0689458689458689
36047010400,"Census Tract 104, Kings County, New York"," Kings County",5937,0.0830385716691932
36047010600,"Census Tract 106, Kings County, New York"," Kings County",5747,0.0713415695145293
36047010800,"Census Tract 108, Kings County, New York"," Kings County",4267,0.112022498242325
36047011000,"Census Tract 110, Kings County, New York"," Kings County",2708,0.0513293943870015
36047011200,"Census Tract 112, Kings County, New York"," Kings County",6527,0.136203462540218
36047011400,"Census Tract 114, Kings County, New York"," Kings County",4500,0.175208850756378
36047011600,"Census Tract 116, Kings County, New York"," Kings County",4274,0.0985025737014506
36047011700,"Census Tract 117, Kings County, New York"," Kings County",2674,0.0386927122464313
36047011800,"Census Tract 118, Kings County, New York"," Kings County",2128,0.0780075187969925
36047011900,"Census Tract 119, Kings County, New York"," Kings County",1614,0.0693928128872367
36047012000,"Census Tract 120, Kings County, New York"," Kings County",1255,0.0876494023904383
36047012100,"Census Tract 121, Kings County, New York"," Kings County",1807,0.0415052573325955
36047012200,"Census Tract 122, Kings County, New York"," Kings County",5697,0.0698613305248376
36047012600,"Census Tract 126, Kings County, New York"," Kings County",2767,0.0697506324539212
36047012700,"Census Tract 127, Kings County, New York"," Kings County",3929,0.162382285568847
36047012801,"Census Tract 128.01, Kings County, New York"," Kings County",2094,0.1126018207954
36047012901,"Census Tract 129.01, Kings County, New York"," Kings County",2577,0.0632518432285603
36047012902,"Census Tract 129.02, Kings County, New York"," Kings County",2064,0.0862403100775194
36047013000,"Census Tract 130, Kings County, New York"," Kings County",5224,0.0895865237366003
36047013100,"Census Tract 131, Kings County, New York"," Kings County",4244,0.0824693685202639
36047013200,"Census Tract 132, Kings County, New York"," Kings County",2397,0.0888610763454318
36047013300,"Census Tract 133, Kings County, New York"," Kings County",4674,0.0528455284552846
36047013400,"Census Tract 134, Kings County, New York"," Kings County",3860,0.0711688311688312
36047013500,"Census Tract 135, Kings County, New York"," Kings County",3694,0.0403356794802382
36047013600,"Census Tract 136, Kings County, New York"," Kings County",3813,0.0802517702596381
36047013700,"Census Tract 137, Kings County, New York"," Kings County",3278,0.137909898866074
36047013800,"Census Tract 138, Kings County, New York"," Kings County",3423,0.109484777517564
36047013900,"Census Tract 139, Kings County, New York"," Kings County",3652,0.0662269854355592
36047014000,"Census Tract 140, Kings County, New York"," Kings County",1843,0.0743353228431905
36047014100,"Census Tract 141, Kings County, New York"," Kings County",3928,0.0358961303462322
36047014200,"Census Tract 142, Kings County, New York"," Kings County",3105,0.122053600258314
36047014300,"Census Tract 143, Kings County, New York"," Kings County",3610,0.0614958448753463
36047014500,"Census Tract 145, Kings County, New York"," Kings County",4424,0.114150090415913
36047014700,"Census Tract 147, Kings County, New York"," Kings County",2104,0.0803231939163498
36047014800,"Census Tract 148, Kings County, New York"," Kings County",1256,0.116242038216561
36047014900,"Census Tract 149, Kings County, New York"," Kings County",5772,0.0802919708029197
36047015000,"Census Tract 150, Kings County, New York"," Kings County",1642,0.137637028014616
36047015100,"Census Tract 151, Kings County, New York"," Kings County",4273,0.0585069038146501
36047015200,"Census Tract 152, Kings County, New York"," Kings County",2567,0.0888797023563456
36047015300,"Census Tract 153, Kings County, New York"," Kings County",2961,0.0510239500173551
36047015400,"Census Tract 154, Kings County, New York"," Kings County",0,NA
36047015500,"Census Tract 155, Kings County, New York"," Kings County",3674,0.0348394120849211
36047015700,"Census Tract 157, Kings County, New York"," Kings County",4289,0.0426672884122173
36047015900,"Census Tract 159, Kings County, New York"," Kings County",5157,0.0625242718446602
36047016000,"Census Tract 160, Kings County, New York"," Kings County",4475,0.0979600986325936
36047016100,"Census Tract 161, Kings County, New York"," Kings County",3139,0.0774647887323944
36047016200,"Census Tract 162, Kings County, New York"," Kings County",2560,0.0930599369085174
36047016300,"Census Tract 163, Kings County, New York"," Kings County",3223,0.0610021786492375
36047016400,"Census Tract 164, Kings County, New York"," Kings County",654,0.0104895104895105
36047016500,"Census Tract 165, Kings County, New York"," Kings County",5706,0.0520504731861199
36047016600,"Census Tract 166, Kings County, New York"," Kings County",2080,0.0798076923076923
36047016700,"Census Tract 167, Kings County, New York"," Kings County",5278,0.0606290261462675
36047016800,"Census Tract 168, Kings County, New York"," Kings County",1801,0.133814547473626
36047016900,"Census Tract 169, Kings County, New York"," Kings County",4779,0.0834902699309479
36047017000,"Census Tract 170, Kings County, New York"," Kings County",4115,0.088623046875
36047017100,"Census Tract 171, Kings County, New York"," Kings County",3943,0.0656860258686279
36047017200,"Census Tract 172, Kings County, New York"," Kings County",4040,0.136881188118812
36047017400,"Census Tract 174, Kings County, New York"," Kings County",1908,0.113207547169811
36047017500,"Census Tract 175, Kings County, New York"," Kings County",0,NA
36047017600,"Census Tract 176, Kings County, New York"," Kings County",2322,0.104651162790698
36047017700,"Census Tract 177, Kings County, New York"," Kings County",0,NA
36047017800,"Census Tract 178, Kings County, New York"," Kings County",3226,0.0472727272727273
36047017900,"Census Tract 179, Kings County, New York"," Kings County",4131,0.122839670300452
36047018000,"Census Tract 180, Kings County, New York"," Kings County",3512,0.0859908883826879
36047018100,"Census Tract 181, Kings County, New York"," Kings County",3424,0.0625
36047018200,"Census Tract 182, Kings County, New York"," Kings County",3600,0.0619444444444444
36047018300,"Census Tract 183, Kings County, New York"," Kings County",2692,0.0297176820208024
36047018400,"Census Tract 184, Kings County, New York"," Kings County",2551,0.0654645237161897
36047018501,"Census Tract 185.01, Kings County, New York"," Kings County",4530,0.154304635761589
36047018600,"Census Tract 186, Kings County, New York"," Kings County",2072,0.0945945945945946
36047018700,"Census Tract 187, Kings County, New York"," Kings County",1405,0.0875444839857651
36047018800,"Census Tract 188, Kings County, New York"," Kings County",2879,0.0737134909596662
36047019000,"Census Tract 190, Kings County, New York"," Kings County",5134,0.0749902610050643
36047019100,"Census Tract 191, Kings County, New York"," Kings County",2902,0.0630599586492074
36047019200,"Census Tract 192, Kings County, New York"," Kings County",3398,0.0920625553260549
36047019300,"Census Tract 193, Kings County, New York"," Kings County",5761,0.106018194541638
36047019400,"Census Tract 194, Kings County, New York"," Kings County",3786,0.0570522979397781
36047019500,"Census Tract 195, Kings County, New York"," Kings County",4188,0.083810888252149
36047019600,"Census Tract 196, Kings County, New York"," Kings County",5120,0.100098135426889
36047019700,"Census Tract 197, Kings County, New York"," Kings County",3508,0.032590051457976
36047019800,"Census Tract 198, Kings County, New York"," Kings County",1978,0.161274014155713
36047019900,"Census Tract 199, Kings County, New York"," Kings County",2863,0.0719524973803702
36047020000,"Census Tract 200, Kings County, New York"," Kings County",2216,0.0825812274368231
36047020100,"Census Tract 201, Kings County, New York"," Kings County",3886,0.0396294390118374
36047020200,"Census Tract 202, Kings County, New York"," Kings County",2131,0.0760206475832942
36047020300,"Census Tract 203, Kings County, New York"," Kings County",1688,0.0349526066350711
36047020400,"Census Tract 204, Kings County, New York"," Kings County",1947,0.110426296866975
36047020500,"Census Tract 205, Kings County, New York"," Kings County",2747,0.0771751001092101
36047020600,"Census Tract 206, Kings County, New York"," Kings County",2706,0.073909830007391
36047020700,"Census Tract 207, Kings County, New York"," Kings County",4536,0.0511463844797178
36047020800,"Census Tract 208, Kings County, New York"," Kings County",3272,0.0718215158924205
36047021000,"Census Tract 210, Kings County, New York"," Kings County",4946,0.0988677719369187
36047021100,"Census Tract 211, Kings County, New York"," Kings County",1362,0.127019089574156
36047021200,"Census Tract 212, Kings County, New York"," Kings County",5176,0.102395672333849
36047021300,"Census Tract 213, Kings County, New York"," Kings County",4296,0.0777467411545624
36047021400,"Census Tract 214, Kings County, New York"," Kings County",2437,0.0250307755437013
36047021500,"Census Tract 215, Kings County, New York"," Kings County",5136,0.0597741433021807
36047021600,"Census Tract 216, Kings County, New York"," Kings County",4458,0.0542844324809332
36047021700,"Census Tract 217, Kings County, New York"," Kings County",3904,0.0811987704918033
36047021800,"Census Tract 218, Kings County, New York"," Kings County",4389,0.0699475962633857
36047021900,"Census Tract 219, Kings County, New York"," Kings County",3617,0.0577826928393696
36047022000,"Census Tract 220, Kings County, New York"," Kings County",4313,0.0885694412242059
36047022100,"Census Tract 221, Kings County, New York"," Kings County",4255,0.123384253819036
36047022200,"Census Tract 222, Kings County, New York"," Kings County",4524,0.0826702033598585
36047022400,"Census Tract 224, Kings County, New York"," Kings County",5981,0.0700551747199465
36047022600,"Census Tract 226, Kings County, New York"," Kings County",2438,0.0533223954060705
36047022700,"Census Tract 227, Kings County, New York"," Kings County",3725,0.0703355704697987
36047022800,"Census Tract 228, Kings County, New York"," Kings County",3367,0.0735206216377765
36047022900,"Census Tract 229, Kings County, New York"," Kings County",3780,0.094973544973545
36047023000,"Census Tract 230, Kings County, New York"," Kings County",3832,0.0514091858037578
36047023100,"Census Tract 231, Kings County, New York"," Kings County",3506,0.067313177410154
36047023200,"Census Tract 232, Kings County, New York"," Kings County",5753,0.0563184425517122
36047023300,"Census Tract 233, Kings County, New York"," Kings County",4863,0.148468023853588
36047023400,"Census Tract 234, Kings County, New York"," Kings County",5162,0.0997675319643549
36047023500,"Census Tract 235, Kings County, New York"," Kings County",4015,0.062266500622665
36047023600,"Census Tract 236, Kings County, New York"," Kings County",5693,0.104689970138767
36047023800,"Census Tract 238, Kings County, New York"," Kings County",4142,0.115161757605022
36047024000,"Census Tract 240, Kings County, New York"," Kings County",4471,0.112172923777019
36047024100,"Census Tract 241, Kings County, New York"," Kings County",2375,0.0870760769935839
36047024200,"Census Tract 242, Kings County, New York"," Kings County",3052,0.0799475753604194
36047024300,"Census Tract 243, Kings County, New York"," Kings County",4273,0.0926749356424058
36047024400,"Census Tract 244, Kings County, New York"," Kings County",3757,0.0686718126164493
36047024500,"Census Tract 245, Kings County, New York"," Kings County",3855,0.0941634241245136
36047024600,"Census Tract 246, Kings County, New York"," Kings County",3195,0.0820031298904538
36047024700,"Census Tract 247, Kings County, New York"," Kings County",2104,0.105988593155894
36047024800,"Census Tract 248, Kings County, New York"," Kings County",3056,0.055955497382199
36047024900,"Census Tract 249, Kings County, New York"," Kings County",3973,0.118046816008054
36047025000,"Census Tract 250, Kings County, New York"," Kings County",1527,0.135559921414538
36047025100,"Census Tract 251, Kings County, New York"," Kings County",3522,0.189664963089154
36047025200,"Census Tract 252, Kings County, New York"," Kings County",5337,0.0878770845044032
36047025300,"Census Tract 253, Kings County, New York"," Kings County",2540,0.155643564356436
36047025400,"Census Tract 254, Kings County, New York"," Kings County",4256,0.115836466165414
36047025500,"Census Tract 255, Kings County, New York"," Kings County",5270,0.199430740037951
36047025600,"Census Tract 256, Kings County, New York"," Kings County",3195,0.0926447574334898
36047025700,"Census Tract 257, Kings County, New York"," Kings County",2177,0.108406063389986
36047025800,"Census Tract 258, Kings County, New York"," Kings County",4225,0.115739644970414
36047025901,"Census Tract 259.01, Kings County, New York"," Kings County",1914,0.0977011494252874
36047025902,"Census Tract 259.02, Kings County, New York"," Kings County",3737,0.243510837570243
36047026000,"Census Tract 260, Kings County, New York"," Kings County",3687,0.0970979115812313
36047026100,"Census Tract 261, Kings County, New York"," Kings County",4987,0.0679767395227592
36047026200,"Census Tract 262, Kings County, New York"," Kings County",2422,0.131709331131296
36047026300,"Census Tract 263, Kings County, New York"," Kings County",2002,0.116383616383616
36047026400,"Census Tract 264, Kings County, New York"," Kings County",4946,0.111605337646583
36047026500,"Census Tract 265, Kings County, New York"," Kings County",3558,0.103487064116985
36047026600,"Census Tract 266, Kings County, New York"," Kings County",3418,0.096255119953189
36047026700,"Census Tract 267, Kings County, New York"," Kings County",3531,0.0896795060276389
36047026800,"Census Tract 268, Kings County, New York"," Kings County",3690,0.0990502035278155
36047026900,"Census Tract 269, Kings County, New York"," Kings County",2685,0.121415270018622
36047027000,"Census Tract 270, Kings County, New York"," Kings County",2539,0.129184718393068
36047027100,"Census Tract 271, Kings County, New York"," Kings County",2502,0.100240577385726
36047027200,"Census Tract 272, Kings County, New York"," Kings County",3692,0.0682556879739978
36047027300,"Census Tract 273, Kings County, New York"," Kings County",2649,0.14722536806342
36047027400,"Census Tract 274, Kings County, New York"," Kings County",3090,0.109708737864078
36047027500,"Census Tract 275, Kings County, New York"," Kings County",4346,0.0637367694431661
36047027600,"Census Tract 276, Kings County, New York"," Kings County",4325,0.11514450867052
36047027700,"Census Tract 277, Kings County, New York"," Kings County",4975,0.0954106280193237
36047027800,"Census Tract 278, Kings County, New York"," Kings County",3418,0.0678759508484494
36047027900,"Census Tract 279, Kings County, New York"," Kings County",3914,0.117015840572305
36047028000,"Census Tract 280, Kings County, New York"," Kings County",1690,0.0994082840236686
36047028100,"Census Tract 281, Kings County, New York"," Kings County",4882,0.110815239655879
36047028200,"Census Tract 282, Kings County, New York"," Kings County",3226,0.078735275883447
36047028300,"Census Tract 283, Kings County, New York"," Kings County",4150,0.101162503091764
36047028400,"Census Tract 284, Kings County, New York"," Kings County",3662,0.124522119060623
36047028501,"Census Tract 285.01, Kings County, New York"," Kings County",293,0.0561797752808989
36047028502,"Census Tract 285.02, Kings County, New York"," Kings County",2626,0.278370144706778
36047028600,"Census Tract 286, Kings County, New York"," Kings County",4692,0.145993179880648
36047028700,"Census Tract 287, Kings County, New York"," Kings County",2774,0.147801009372747
36047028800,"Census Tract 288, Kings County, New York"," Kings County",3495,0.104721030042918
36047028900,"Census Tract 289, Kings County, New York"," Kings County",3408,0.113556338028169
36047029000,"Census Tract 290, Kings County, New York"," Kings County",4017,0.113268608414239
36047029100,"Census Tract 291, Kings County, New York"," Kings County",2843,0.0889905029897995
36047029200,"Census Tract 292, Kings County, New York"," Kings County",2540,0.112204724409449
36047029300,"Census Tract 293, Kings County, New York"," Kings County",3426,0.136018680677175
36047029400,"Census Tract 294, Kings County, New York"," Kings County",2489,0.328595317725753
36047029500,"Census Tract 295, Kings County, New York"," Kings County",3803,0.0712595319484617
36047029600,"Census Tract 296, Kings County, New York"," Kings County",5711,0.11311504114866
36047029700,"Census Tract 297, Kings County, New York"," Kings County",3969,0.0886873267825649
36047029800,"Census Tract 298, Kings County, New York"," Kings County",3871,0.0604494962541979
36047029900,"Census Tract 299, Kings County, New York"," Kings County",2663,0.177243710101389
36047030000,"Census Tract 300, Kings County, New York"," Kings County",4048,0.106966403162055
36047030100,"Census Tract 301, Kings County, New York"," Kings County",2752,0.172601744186047
36047030200,"Census Tract 302, Kings County, New York"," Kings County",4355,0.0780780780780781
36047030300,"Census Tract 303, Kings County, New York"," Kings County",5018,0.12322179923863
36047030400,"Census Tract 304, Kings County, New York"," Kings County",3742,0.173169428113308
36047030500,"Census Tract 305, Kings County, New York"," Kings County",5951,0.0833043478260869
36047030600,"Census Tract 306, Kings County, New York"," Kings County",2029,0.0956136027599803
36047030700,"Census Tract 307, Kings County, New York"," Kings County",4304,0.106644981412639
36047030800,"Census Tract 308, Kings County, New York"," Kings County",1898,0.146469968387777
36047030900,"Census Tract 309, Kings County, New York"," Kings County",2134,0.0463917525773196
36047031100,"Census Tract 311, Kings County, New York"," Kings County",2805,0.0784313725490196
36047031300,"Census Tract 313, Kings County, New York"," Kings County",4242,0.0987419890814147
36047031400,"Census Tract 314, Kings County, New York"," Kings County",4409,0.138126559310501
36047031500,"Census Tract 315, Kings County, New York"," Kings County",4798,0.110879533138808
36047031701,"Census Tract 317.01, Kings County, New York"," Kings County",3262,0.0935009196811772
36047031702,"Census Tract 317.02, Kings County, New York"," Kings County",3857,0.0943738656987296
36047031900,"Census Tract 319, Kings County, New York"," Kings County",3782,0.0893188444208852
36047032100,"Census Tract 321, Kings County, New York"," Kings County",5897,0.069194151649099
36047032300,"Census Tract 323, Kings County, New York"," Kings County",3835,0.0542372881355932
36047032500,"Census Tract 325, Kings County, New York"," Kings County",6446,0.0712069500465405
36047032600,"Census Tract 326, Kings County, New York"," Kings County",6947,0.187131135742047
36047032700,"Census Tract 327, Kings County, New York"," Kings County",2501,0.0683726509396241
36047032800,"Census Tract 328, Kings County, New York"," Kings County",2621,0.095383441434567
36047032900,"Census Tract 329, Kings County, New York"," Kings County",5783,0.0643264741483659
36047033000,"Census Tract 330, Kings County, New York"," Kings County",4634,0.211264566249461
36047033100,"Census Tract 331, Kings County, New York"," Kings County",4378,0.0717222476016446
36047033300,"Census Tract 333, Kings County, New York"," Kings County",4719,0.0752278025005298
36047033500,"Census Tract 335, Kings County, New York"," Kings County",3115,0.0821829855537721
36047033600,"Census Tract 336, Kings County, New York"," Kings County",4008,0.150650650650651
36047033700,"Census Tract 337, Kings County, New York"," Kings County",3818,0.0825039287585123
36047033900,"Census Tract 339, Kings County, New York"," Kings County",4495,0.0930857014992168
36047034000,"Census Tract 340, Kings County, New York"," Kings County",2166,0.503953610964681
36047034100,"Census Tract 341, Kings County, New York"," Kings County",2803,0.0675990675990676
36047034200,"Census Tract 342, Kings County, New York"," Kings County",5748,0.316805845511482
36047034300,"Census Tract 343, Kings County, New York"," Kings County",5097,0.197174808711006
36047034500,"Census Tract 345, Kings County, New York"," Kings County",2899,0.115796750777739
36047034700,"Census Tract 347, Kings County, New York"," Kings County",3326,0.161154539987974
36047034800,"Census Tract 348, Kings County, New York"," Kings County",2185,0.0897025171624714
36047034900,"Census Tract 349, Kings County, New York"," Kings County",5297,0.106129398410897
36047035000,"Census Tract 350, Kings County, New York"," Kings County",2806,0.260092890317971
36047035100,"Census Tract 351, Kings County, New York"," Kings County",4437,0.0942077980617534
36047035200,"Census Tract 352, Kings County, New York"," Kings County",1035,0.685929648241206
36047035300,"Census Tract 353, Kings County, New York"," Kings County",5140,0.108271556769411
36047035400,"Census Tract 354, Kings County, New York"," Kings County",5373,0.209380234505863
36047035500,"Census Tract 355, Kings County, New York"," Kings County",5620,0.130427046263345
36047035601,"Census Tract 356.01, Kings County, New York"," Kings County",2592,0.185956790123457
36047035602,"Census Tract 356.02, Kings County, New York"," Kings County",4835,0.226266804550155
36047035700,"Census Tract 357, Kings County, New York"," Kings County",2499,0.068827531012405
36047035900,"Census Tract 359, Kings County, New York"," Kings County",5213,0.10161662817552
36047036001,"Census Tract 360.01, Kings County, New York"," Kings County",2899,0.338047602621594
36047036002,"Census Tract 360.02, Kings County, New York"," Kings County",3975,0.253148614609572
36047036100,"Census Tract 361, Kings County, New York"," Kings County",2375,0.173473684210526
36047036200,"Census Tract 362, Kings County, New York"," Kings County",3345,0.0935724962630792
36047036300,"Census Tract 363, Kings County, New York"," Kings County",4076,0.124877330716389
36047036400,"Census Tract 364, Kings County, New York"," Kings County",2077,0.122291766971594
36047036501,"Census Tract 365.01, Kings County, New York"," Kings County",2677,0.107583115427718
36047036502,"Census Tract 365.02, Kings County, New York"," Kings County",1164,0.225085910652921
36047036600,"Census Tract 366, Kings County, New York"," Kings County",4702,0.154169431541694
36047036700,"Census Tract 367, Kings County, New York"," Kings County",1426,0.11711079943899
36047036900,"Census Tract 369, Kings County, New York"," Kings County",4839,0.0827098919368246
36047037000,"Census Tract 370, Kings County, New York"," Kings County",4074,0.104279390063945
36047037100,"Census Tract 371, Kings County, New York"," Kings County",4705,0.0916046758767269
36047037300,"Census Tract 373, Kings County, New York"," Kings County",4110,0.0927007299270073
36047037401,"Census Tract 374.01, Kings County, New York"," Kings County",4174,0.0990622745852368
36047037402,"Census Tract 374.02, Kings County, New York"," Kings County",4668,0.179734361610968
36047037500,"Census Tract 375, Kings County, New York"," Kings County",3129,0.0492170022371365
36047037700,"Census Tract 377, Kings County, New York"," Kings County",4240,0.109198113207547
36047037900,"Census Tract 379, Kings County, New York"," Kings County",3537,0.0712468193384224
36047038100,"Census Tract 381, Kings County, New York"," Kings County",5550,0.130810810810811
36047038200,"Census Tract 382, Kings County, New York"," Kings County",5786,0.197545800207397
36047038300,"Census Tract 383, Kings County, New York"," Kings County",4655,0.0671851371786563
36047038500,"Census Tract 385, Kings County, New York"," Kings County",3364,0.148038049940547
36047038600,"Census Tract 386, Kings County, New York"," Kings County",3622,0.125621203754832
36047038700,"Census Tract 387, Kings County, New York"," Kings County",4058,0.0985915492957746
36047038800,"Census Tract 388, Kings County, New York"," Kings County",4049,0.122005433440356
36047038900,"Census Tract 389, Kings County, New York"," Kings County",3249,0.152970144659895
36047039000,"Census Tract 390, Kings County, New York"," Kings County",2318,0.0776531492666091
36047039100,"Census Tract 391, Kings County, New York"," Kings County",3086,0.111147116007777
36047039200,"Census Tract 392, Kings County, New York"," Kings County",2807,0.102956893480584
36047039300,"Census Tract 393, Kings County, New York"," Kings County",3444,0.0650406504065041
36047039400,"Census Tract 394, Kings County, New York"," Kings County",2480,0.0520161290322581
36047039500,"Census Tract 395, Kings County, New York"," Kings County",3789,0.0950118764845606
36047039600,"Census Tract 396, Kings County, New York"," Kings County",2090,0.0760765550239235
36047039700,"Census Tract 397, Kings County, New York"," Kings County",3261,0.0561177552897884
36047039800,"Census Tract 398, Kings County, New York"," Kings County",2859,0.0912906610703043
36047039900,"Census Tract 399, Kings County, New York"," Kings County",3384,0.0756501182033097
36047040000,"Census Tract 400, Kings County, New York"," Kings County",3429,0.0889472149314669
36047040100,"Census Tract 401, Kings County, New York"," Kings County",3356,0.0982572115384615
36047040200,"Census Tract 402, Kings County, New York"," Kings County",2683,0.0905702571748043
36047040300,"Census Tract 403, Kings County, New York"," Kings County",3724,0.120837808807734
36047040400,"Census Tract 404, Kings County, New York"," Kings County",2451,0.121175030599755
36047040500,"Census Tract 405, Kings County, New York"," Kings County",1539,0.0838206627680312
