"GEOID","census_tract","borough","total_population","total","car_alone","car_pooled","public","walked"
36005022902,"Census Tract 229.02, Bronx County, New York"," Bronx County",3386,1337,0.138369483919222,0.0231862378459237,0.641735228122663,0.134629768137622
36005023000,"Census Tract 230, Bronx County, New York"," Bronx County",3334,1420,0.222535211267606,0.0626760563380282,0.63169014084507,0.0380281690140845
36005023100,"Census Tract 231, Bronx County, New York"," Bronx County",1594,471,0.0382165605095541,0.0191082802547771,0.823779193205945,0.0509554140127389
36005023200,"Census Tract 232, Bronx County, New York"," Bronx County",2704,1177,0.333050127442651,0.0841121495327103,0.48428207306712,0.0713678844519966
36005023301,"Census Tract 233.01, Bronx County, New York"," Bronx County",4356,1732,0.101039260969977,0.120092378752887,0.628175519630485,0.0577367205542725
36005023302,"Census Tract 233.02, Bronx County, New York"," Bronx County",3614,1233,0.0559610705596107,0.0251419302514193,0.721816707218167,0.111922141119221
36005023501,"Census Tract 235.01, Bronx County, New York"," Bronx County",3044,1309,0.216959511077158,0.0175706646294882,0.576012223071047,0.093964858670741
36005023502,"Census Tract 235.02, Bronx County, New York"," Bronx County",4706,1761,0.0880181714934696,0.0312322544009086,0.750141964792731,0.0704145371947757
36005023600,"Census Tract 236, Bronx County, New York"," Bronx County",2275,969,0.189886480908153,0.0743034055727554,0.60061919504644,0.118679050567595
36005023702,"Census Tract 237.02, Bronx County, New York"," Bronx County",1216,532,0.105263157894737,0.0357142857142857,0.781954887218045,0.0545112781954887
36005023703,"Census Tract 237.03, Bronx County, New York"," Bronx County",5014,1920,0.0734375,0.0182291666666667,0.711979166666667,0.136979166666667
36005023704,"Census Tract 237.04, Bronx County, New York"," Bronx County",3717,1560,0.148717948717949,0,0.588461538461538,0.180769230769231
36005023800,"Census Tract 238, Bronx County, New York"," Bronx County",2567,1015,0.311330049261084,0.105418719211823,0.461083743842365,0.0660098522167488
36005023900,"Census Tract 239, Bronx County, New York"," Bronx County",8282,3066,0.13307240704501,0.0388127853881279,0.696020874103066,0.102087410306588
36005024000,"Census Tract 240, Bronx County, New York"," Bronx County",3963,1830,0.27103825136612,0.0469945355191257,0.621311475409836,0.0311475409836066
36005024100,"Census Tract 241, Bronx County, New York"," Bronx County",6324,2452,0.147634584013051,0.0542414355628059,0.631321370309951,0.099510603588907
36005024300,"Census Tract 243, Bronx County, New York"," Bronx County",5748,1799,0.136186770428016,0.0961645358532518,0.623123957754308,0.0744858254585881
36005024400,"Census Tract 244, Bronx County, New York"," Bronx County",2551,1111,0.40954095409541,0.0567056705670567,0.417641764176418,0.0783078307830783
36005024501,"Census Tract 245.01, Bronx County, New York"," Bronx County",5162,1810,0.104419889502762,0.0751381215469613,0.707734806629834,0.0580110497237569
36005024502,"Census Tract 245.02, Bronx County, New York"," Bronx County",3619,1403,0.0705630791161796,0.0156806842480399,0.625089094796864,0.154668567355666
36005024600,"Census Tract 246, Bronx County, New York"," Bronx County",2223,1122,0.375222816399287,0.114973262032086,0.417112299465241,0.0347593582887701
36005024700,"Census Tract 247, Bronx County, New York"," Bronx County",1964,977,0.237461617195496,0.0726714431934493,0.631525076765609,0.0163766632548618
36005024800,"Census Tract 248, Bronx County, New York"," Bronx County",3069,1472,0.292119565217391,0.134510869565217,0.455842391304348,0.0842391304347826
36005024900,"Census Tract 249, Bronx County, New York"," Bronx County",0,NA,NA,NA,NA,NA
36005025000,"Census Tract 250, Bronx County, New York"," Bronx County",2663,1046,0.321223709369025,0.0506692160611855,0.378585086042065,0.183556405353728
36005025100,"Census Tract 251, Bronx County, New York"," Bronx County",6564,2651,0.113542059600151,0.040739343643908,0.729158807996982,0.0701622029422859
36005025200,"Census Tract 252, Bronx County, New York"," Bronx County",2692,1174,0.294718909710392,0.0826235093696763,0.412265758091993,0.171209540034072
36005025300,"Census Tract 253, Bronx County, New York"," Bronx County",5952,2347,0.123135918193438,0.0413293566254793,0.717085641244141,0.0613549211759693
36005025400,"Census Tract 254, Bronx County, New York"," Bronx County",2200,859,0.311990686845169,0.150174621653085,0.353899883585565,0.157159487776484
36005025500,"Census Tract 255, Bronx County, New York"," Bronx County",5874,2448,0.121732026143791,0.0968137254901961,0.678921568627451,0.0686274509803922
36005025600,"Census Tract 256, Bronx County, New York"," Bronx County",1831,675,0.2,0.151111111111111,0.499259259259259,0.0844444444444444
36005025700,"Census Tract 257, Bronx County, New York"," Bronx County",1728,895,0.0949720670391061,0.0324022346368715,0.743016759776536,0.0949720670391061
36005026100,"Census Tract 261, Bronx County, New York"," Bronx County",1958,892,0.261210762331839,0.0246636771300448,0.670403587443946,0.0213004484304933
36005026300,"Census Tract 263, Bronx County, New York"," Bronx County",6456,2626,0.0952018278750952,0.0464584920030465,0.673267326732673,0.0925361766945925
36005026400,"Census Tract 264, Bronx County, New York"," Bronx County",5842,2843,0.429124164614843,0.086880056278579,0.339781920506507,0.0851213506858952
36005026500,"Census Tract 265, Bronx County, New York"," Bronx County",7009,3116,0.14987163029525,0.0436456996148909,0.652759948652118,0.079589216944801
36005026601,"Census Tract 266.01, Bronx County, New York"," Bronx County",3035,1415,0.324381625441696,0.0770318021201413,0.549116607773852,0.015547703180212
36005026602,"Census Tract 266.02, Bronx County, New York"," Bronx County",5769,2261,0.333038478549314,0.0840336134453782,0.555064130915524,0
36005026701,"Census Tract 267.01, Bronx County, New York"," Bronx County",3659,1780,0.117415730337079,0.0320224719101124,0.679775280898876,0.107303370786517
36005026702,"Census Tract 267.02, Bronx County, New York"," Bronx County",6824,3120,0.198076923076923,0.0330128205128205,0.560576923076923,0.111858974358974
36005026900,"Census Tract 269, Bronx County, New York"," Bronx County",3862,1760,0.163636363636364,0.0647727272727273,0.654545454545455,0.0715909090909091
36005027300,"Census Tract 273, Bronx County, New York"," Bronx County",8113,3488,0.193520642201835,0.0538990825688073,0.674598623853211,0.0559059633027523
36005027401,"Census Tract 274.01, Bronx County, New York"," Bronx County",4576,2200,0.512727272727273,0.0668181818181818,0.324090909090909,0.0731818181818182
36005027402,"Census Tract 274.02, Bronx County, New York"," Bronx County",3878,1690,0.603550295857988,0.0857988165680473,0.227810650887574,0.0307692307692308
36005027600,"Census Tract 276, Bronx County, New York"," Bronx County",63,17,0.823529411764706,0.176470588235294,0,0
36005027700,"Census Tract 277, Bronx County, New York"," Bronx County",5892,2328,0.12414089347079,0.0347938144329897,0.645189003436426,0.161941580756014
36005027900,"Census Tract 279, Bronx County, New York"," Bronx County",6809,3578,0.193683622135271,0.0176076020122974,0.663499161542761,0.0536612632755729
36005028100,"Census Tract 281, Bronx County, New York"," Bronx County",3974,1574,0.220457433290978,0.0273189326556544,0.581321473951715,0.111181702668361
36005028300,"Census Tract 283, Bronx County, New York"," Bronx County",3370,1169,0.248075278015398,0.0641573994867408,0.506415739948674,0.14114627887083
36005028400,"Census Tract 284, Bronx County, New York"," Bronx County",740,118,0.0932203389830508,0.11864406779661,0.355932203389831,0
36005028500,"Census Tract 285, Bronx County, New York"," Bronx County",3233,1598,0.222152690863579,0.0707133917396746,0.549436795994994,0.107008760951189
